Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
117,Luguentz Dort,SG,23,OKC,33,1010,11.3,.516,.446,.295,4.9,9.7,7.3,10.7,1.5,1.0,10.5,20.1,,0.2,0.8,1.1,.050,,-2.4,-1.0,-3.4,-0.3,dortlu01
118,Ayo Dosunmu,PG,23,CHI,32,856,11.0,.583,.372,.136,2.6,10.7,6.6,14.0,1.2,1.3,14.4,15.2,,0.5,0.7,1.2,.065,,-2.3,0.0,-2.2,-0.1,dosunay01
119,Devon Dotson,PG,23,WAS,6,53,5.0,.150,.400,.000,12.9,8.2,10.5,17.9,4.6,0.0,23.1,10.7,,-0.1,0.1,0.0,-0.025,,-6.8,1.6,-5.2,0.0,dotsode01
120,Jeff Dowtin,PG,25,TOR,9,67,12.6,.542,.222,.056,6.4,11.0,8.5,16.9,0.0,1.5,5.1,12.4,,0.1,0.0,0.1,.102,,-0.6,-0.5,-1.1,0.0,dowtije01
121,Goran Dragić,PG,36,CHI,32,548,12.1,.540,.420,.161,2.3,7.6,4.9,24.7,0.6,0.7,14.0,22.2,,0.1,0.3,0.4,.035,,-0.6,-2.1,-2.7,-0.1,dragigo01
122,Andre Drummond,C,29,CHI,27,382,19.3,.575,.016,.368,18.2,40.2,29.2,8.4,2.1,2.5,18.1,20.2,,0.4,0.7,1.1,.135,,-1.3,-0.2,-1.4,0.0,drumman01
123,Chris Duarte,SF,25,IND,14,262,7.4,.485,.533,.159,2.1,9.9,6.0,10.4,0.5,1.4,10.2,20.3,,-0.2,0.1,-0.1,-0.018,,-3.3,-1.9,-5.2,-0.2,duartch01
124,David Duke Jr.,SG,23,BRK,14,126,4.5,.451,.140,.186,5.8,7.8,6.9,12.9,1.9,0.7,21.8,21.1,,-0.3,0.1,-0.2,-0.075,,-8.7,-1.5,-10.2,-0.3,dukeda01
125,Kevin Durant,PF,34,BRK,34,1238,26.8,.672,.251,.387,1.2,19.7,10.9,24.7,1.1,3.7,13.7,31.6,,4.0,1.5,5.5,.215,,5.9,1.0,6.9,2.8,duranke01
126,Jalen Duren,C,19,DET,34,826,15.8,.631,.006,.383,15.1,24.1,19.5,5.5,1.1,2.9,16.4,12.5,,1.4,0.6,2.0,.116,,-0.7,-0.7,-1.3,0.1,durenja01
127,Tari Eason,PF,21,HOU,34,641,16.1,.528,.289,.225,11.5,17.7,14.6,6.5,2.9,2.6,10.5,19.7,,0.6,0.8,1.4,.102,,-0.7,0.3,-0.4,0.2,easonta01
128,Anthony Edwards,SG,21,MIN,35,1287,17.0,.568,.380,.286,2.2,15.5,9.1,18.5,2.3,1.3,13.8,27.8,,0.4,1.4,1.9,.070,,0.5,-0.3,0.2,0.7,edwaran01
129,Kessler Edwards,SF,22,BRK,13,74,3.8,.328,.500,.091,9.9,11.8,10.9,3.4,2.0,1.2,14.9,16.2,,-0.2,0.1,-0.1,-0.082,,-5.6,-3.0,-8.6,-0.1,edwarke02
130,Keon Ellis,SG,23,SAC,3,9,-1.6,.000,1.000,.000,0.0,25.0,12.7,12.6,0.0,0.0,0.0,4.7,,0.0,0.0,0.0,-0.034,,-10.0,0.4,-9.6,0.0,elliske01
131,Joel Embiid,C,28,PHI,25,895,30.6,.638,.151,.567,6.0,25.3,15.8,23.9,1.7,4.3,12.6,37.9,,2.9,1.7,4.6,.246,,6.2,2.5,8.7,2.4,embiijo01
132,Drew Eubanks,C,25,POR,32,572,16.8,.761,.029,.371,9.7,16.7,13.3,7.5,1.2,4.9,16.4,11.2,,1.3,0.7,2.0,.168,,-0.2,1.5,1.4,0.5,eubandr01
133,Bruno Fernando,C,24,HOU,17,185,18.6,.607,.021,.458,15.9,21.3,18.6,14.6,1.3,6.4,14.8,15.1,,0.4,0.2,0.6,.163,,-1.2,1.6,0.4,0.1,fernabr01
134,Dorian Finney-Smith,PF,29,DAL,31,981,9.0,.535,.724,.108,5.2,9.9,7.5,5.2,1.5,1.6,10.7,12.6,,0.2,0.9,1.1,.055,,-1.4,-0.2,-1.7,0.1,finnedo01
135,Malachi Flynn,PG,24,TOR,22,334,12.7,.568,.527,.101,2.6,8.4,5.3,12.8,1.5,0.6,8.2,18.7,,0.4,0.2,0.6,.089,,-0.1,-1.0,-1.1,0.1,flynnma01
136,Simone Fontecchio,SF,27,UTA,21,190,9.1,.518,.708,.194,5.7,8.2,7.0,5.7,0.8,2.1,11.3,19.5,,0.0,0.1,0.1,.018,,-1.7,-2.5,-4.2,-0.1,fontesi01
137,Bryn Forbes,SG,29,MIN,21,223,5.5,.451,.522,.174,2.1,4.3,3.2,7.4,1.5,0.4,9.7,15.7,,-0.2,0.1,-0.1,-0.018,,-5.4,-1.3,-6.7,-0.3,forbebr01
138,Trent Forrest,PG,24,ATL,15,211,9.0,.486,.043,.065,2.5,11.0,6.6,16.9,1.4,0.8,12.9,10.8,,0.1,0.2,0.2,.053,,-3.8,0.9,-2.9,-0.1,forretr01
139,Michael Foster Jr.,PF,20,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.019,,-7.5,-1.8,-9.3,0.0,fostemi02
140,Evan Fournier,SG,30,NYK,13,260,6.9,.474,.633,.122,0.8,10.3,5.5,11.5,1.7,1.1,12.9,17.6,,-0.2,0.3,0.1,.012,,-3.6,0.0,-3.5,-0.1,fournev01
141,De'Aaron Fox,PG,25,SAC,30,974,20.9,.601,.300,.331,1.4,15.1,8.4,28.7,1.4,1.0,11.8,29.2,,2.0,0.9,2.8,.139,,3.1,-0.5,2.7,1.1,foxde01
142,Markelle Fultz,SG,24,ORL,15,405,14.2,.504,.130,.201,4.9,11.6,8.3,30.1,2.6,1.2,17.3,21.7,,0.0,0.4,0.4,.048,,-2.0,0.3,-1.6,0.0,fultzma01
143,Wenyen Gabriel,PF,25,LAL,26,374,15.6,.665,.172,.355,11.6,17.8,14.8,5.1,1.4,2.9,15.0,14.3,,0.7,0.4,1.1,.141,,-1.6,-0.1,-1.7,0.0,gabriwe01
144,Daniel Gafford,C,24,WAS,36,557,20.8,.739,.000,.533,13.3,18.8,16.1,4.8,1.1,6.3,15.9,15.8,,1.4,0.7,2.2,.188,,0.2,0.4,0.6,0.4,gaffoda01
145,Darius Garland,PG,23,CLE,29,1043,18.5,.574,.379,.294,1.4,7.3,4.4,35.0,1.9,0.5,14.9,27.4,,1.7,1.4,3.1,.143,,3.1,-0.4,2.7,1.2,garlada01
146,Usman Garuba,PF,20,HOU,32,464,14.4,.548,.205,.359,14.8,22.2,18.5,10.0,2.6,3.8,20.3,10.1,,0.4,0.6,1.1,.111,,-1.0,1.4,0.4,0.3,garubus01
147,Luka Garza,C,24,MIN,7,26,20.3,.638,.300,.400,13.3,20.7,17.1,17.6,0.0,0.0,7.8,20.9,,0.1,0.0,0.1,.207,,-0.4,-1.3,-1.7,0.0,garzalu01
148,Rudy Gay,SF,36,UTA,23,364,6.4,.413,.522,.115,3.9,18.1,10.9,5.7,1.5,2.2,10.5,15.3,,-0.5,0.4,-0.1,-0.014,,-5.0,-0.1,-5.1,-0.3,gayru01
149,Paul George,SF,32,LAC,26,890,19.8,.585,.433,.287,2.2,17.2,9.9,26.3,2.1,1.3,14.7,30.2,,0.9,1.4,2.3,.126,,2.6,1.1,3.7,1.3,georgpa01
150,Taj Gibson,PF,37,WAS,23,206,12.8,.599,.224,.345,6.6,12.7,9.7,8.2,2.4,2.5,14.1,16.5,,0.2,0.2,0.4,.100,,-3.8,0.8,-3.0,-0.1,gibsota01
151,Josh Giddey,SG,20,OKC,29,890,14.3,.513,.218,.102,6.0,22.1,13.9,27.1,1.0,1.4,18.6,23.7,,-0.4,1.0,0.6,.032,,-0.5,-0.7,-1.1,0.2,giddejo01
152,Shai Gilgeous-Alexander,SG,24,OKC,31,1111,27.4,.623,.142,.495,2.3,12.2,7.2,27.7,2.3,2.7,11.8,33.3,,3.7,1.3,5.0,.215,,5.7,1.3,7.0,2.5,gilgesh01
153,Anthony Gill,PF,30,WAS,28,295,10.3,.634,.259,.315,5.8,9.6,7.7,5.8,0.8,1.5,7.5,9.8,,0.5,0.2,0.6,.104,,-2.5,-0.6,-3.2,-0.1,gillan01
154,Rudy Gobert,C,30,MIN,30,942,19.4,.690,.013,.599,13.0,28.9,21.2,4.0,1.2,3.8,14.1,15.7,,2.2,1.4,3.6,.183,,0.5,-0.1,0.4,0.6,goberru01
155,Jordan Goodwin,PG,24,WAS,27,563,16.0,.559,.298,.196,6.3,15.1,10.8,19.7,2.7,2.3,13.3,16.3,,0.7,0.7,1.4,.119,,-0.1,1.7,1.6,0.5,goodwjo01
156,Aaron Gordon,PF,27,DEN,29,869,21.7,.669,.240,.411,9.3,16.4,12.9,10.3,1.5,2.5,10.8,21.2,,2.4,0.8,3.2,.174,,3.3,-0.7,2.7,1.0,gordoaa01
157,Eric Gordon,SG,34,HOU,28,835,9.7,.552,.566,.219,1.0,6.3,3.7,11.9,1.0,1.2,14.4,16.8,,0.3,0.2,0.5,.028,,-1.6,-1.5,-3.1,-0.2,gordoer01
158,Devonte' Graham,PG,27,NOP,34,510,12.5,.557,.812,.262,2.4,9.4,5.9,18.0,1.4,1.5,10.3,15.3,,0.7,0.5,1.3,.119,,0.4,0.2,0.6,0.3,grahade01
159,Jerami Grant,PF,28,POR,32,1152,18.3,.618,.387,.391,3.3,10.7,7.0,12.1,1.1,2.0,9.6,24.0,,2.5,0.8,3.4,.140,,2.7,-0.8,1.8,1.1,grantje01
160,A.J. Green,SG,23,MIL,12,69,16.6,.750,.792,.125,3.1,9.0,6.1,8.8,0.7,0.0,7.3,16.7,,0.2,0.1,0.3,.201,,1.6,0.1,1.7,0.1,greenaj01
161,Draymond Green,PF,32,GSW,32,986,11.8,.588,.288,.217,2.6,20.3,11.6,28.0,1.0,2.4,26.4,12.6,,0.9,1.1,2.0,.097,,-1.5,2.1,0.6,0.6,greendr01
162,Jalen Green,SG,20,HOU,34,1173,14.3,.536,.411,.327,1.9,12.0,6.9,17.1,1.2,0.7,12.7,27.7,,0.5,0.5,1.0,.040,,0.1,-2.1,-2.0,0.0,greenja05
163,JaMychal Green,PF,32,GSW,28,417,12.2,.590,.392,.240,10.8,18.8,14.8,6.9,1.5,2.2,18.8,17.1,,0.1,0.5,0.6,.074,,-3.3,-0.4,-3.7,-0.2,greenja01
164,Javonte Green,SG,29,CHI,26,420,15.1,.657,.323,.384,6.4,14.8,10.6,6.5,2.4,4.1,14.1,14.0,,0.6,0.6,1.2,.134,,-0.8,2.2,1.4,0.4,greenja02
165,Jeff Green,PF,36,DEN,24,464,11.4,.591,.233,.395,5.3,11.4,8.4,7.7,0.9,1.4,13.2,16.3,,0.4,0.3,0.7,.067,,-2.3,-1.1,-3.4,-0.2,greenje02
166,Josh Green,SG,22,DAL,25,507,13.5,.717,.524,.437,5.1,8.3,6.7,8.4,2.3,0.2,12.8,12.6,,1.1,0.5,1.6,.151,,-0.9,1.0,0.1,0.3,greenjo02
167,AJ Griffin,SF,19,ATL,31,674,13.6,.566,.509,.057,3.3,8.5,5.8,6.8,2.3,0.4,8.3,19.5,,0.4,0.7,1.1,.076,,-0.4,0.3,0.0,0.3,griffaj01
168,Blake Griffin,PF,33,BOS,15,229,13.3,.602,.414,.362,7.3,20.8,14.2,10.6,0.8,0.4,8.2,13.9,,0.5,0.3,0.7,.151,,-1.3,0.3,-1.1,0.1,griffbl01
169,Quentin Grimes,SG,22,NYK,24,649,11.5,.615,.655,.190,3.6,9.7,6.7,10.6,1.1,1.8,12.5,14.0,,0.9,0.6,1.4,.105,,-0.3,0.8,0.5,0.4,grimequ01
170,Rui Hachimura,PF,24,WAS,20,475,15.8,.588,.240,.210,3.8,18.2,11.1,7.5,0.6,1.6,9.9,22.3,,0.4,0.4,0.7,.073,,0.2,-1.3,-1.1,0.1,hachiru01
171,Tyrese Haliburton,PG,22,IND,33,1103,23.5,.613,.494,.206,2.3,10.0,6.2,48.5,2.4,1.1,13.8,24.2,,3.6,1.0,4.7,.203,,6.9,0.5,7.3,2.6,halibty01
172,Jordan Hall,SF,21,SAS,9,83,5.8,.438,.536,.321,3.9,12.7,8.1,17.2,0.6,0.0,18.0,19.5,,-0.1,0.0,-0.1,-0.073,,-4.5,-3.2,-7.7,-0.1,halljo02
173,R.J. Hampton,PG,21,ORL,24,337,13.1,.564,.458,.308,3.1,8.6,5.9,14.3,2.3,1.1,13.5,18.1,,0.3,0.3,0.5,.076,,-1.2,0.2,-1.0,0.1,hamptrj01
174,Tim Hardaway Jr.,SG,30,DAL,33,910,12.1,.526,.677,.207,1.0,12.1,6.5,9.6,1.5,0.5,6.8,22.6,,0.1,0.8,0.9,.045,,-0.7,-1.2,-1.8,0.0,hardati02
175,James Harden,SG,33,PHI,19,726,22.1,.595,.473,.426,1.5,18.0,9.9,45.6,2.0,1.4,16.6,26.0,,1.8,1.1,2.9,.193,,4.4,0.9,5.2,1.3,hardeja01
176,Jaden Hardy,SG,20,DAL,10,65,7.6,.423,.293,.220,0.0,14.7,7.3,7.9,0.8,2.8,6.3,33.5,,-0.2,0.1,-0.2,-0.115,,-9.6,-3.7,-13.3,-0.2,hardyja02
177,Ron Harper Jr.,SF,22,TOR,2,8,22.9,.750,.750,.000,0.0,15.3,7.1,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,.195,,12.5,-0.7,11.9,0.0,harpero02
178,Montrezl Harrell,C,29,PHI,29,328,16.3,.605,.011,.615,9.8,17.5,13.7,8.3,1.1,3.7,12.2,18.0,,0.6,0.5,1.0,.152,,-1.8,0.2,-1.6,0.0,harremo01
179,Gary Harris,SG,28,ORL,9,215,12.4,.645,.476,.159,2.7,8.8,5.8,9.7,1.1,0.9,12.9,15.6,,0.3,0.1,0.4,.092,,-0.6,-1.4,-2.0,0.0,harriga01
180,Joe Harris,SG,31,BRK,29,745,9.5,.563,.679,.080,2.0,10.1,6.3,8.6,1.2,1.1,7.2,14.2,,0.5,0.6,1.1,.069,,-1.7,-0.5,-2.2,0.0,harrijo01
181,Kevon Harris,SG,25,ORL,25,299,9.1,.546,.371,.371,8.1,10.4,9.3,5.1,1.8,1.0,16.4,14.1,,0.1,0.2,0.3,.050,,-3.2,-0.5,-3.7,-0.1,harrike01
182,Tobias Harris,PF,30,PHI,30,1038,16.0,.599,.412,.137,3.2,17.3,10.4,12.5,1.7,1.3,9.5,19.9,,1.3,1.5,2.8,.128,,0.9,0.4,1.3,0.8,harrito02
183,Josh Hart,SG,27,POR,32,1107,13.3,.596,.270,.313,6.7,21.1,14.0,15.4,1.8,0.2,16.9,12.6,,1.5,1.2,2.7,.118,,-0.9,1.2,0.3,0.6,hartjo01
184,Isaiah Hartenstein,C,24,NYK,35,697,14.7,.563,.183,.177,15.1,20.4,17.7,5.5,1.5,3.8,14.5,12.5,,0.9,1.0,1.9,.133,,-1.2,0.3,-0.8,0.2,harteis01
185,Udonis Haslem,PF,42,MIA,5,36,-3.3,.138,.100,.200,9.2,10.0,9.6,0.0,1.4,2.8,0.0,13.4,,-0.1,0.0,-0.1,-0.131,,-12.3,-3.8,-16.1,-0.1,hasleud01
186,Sam Hauser,PF,25,BOS,35,545,12.8,.637,.868,.066,3.1,14.7,9.0,6.6,0.9,1.2,6.0,14.6,,0.8,0.6,1.4,.123,,1.0,-0.2,0.8,0.4,hausesa01
187,Jaxson Hayes,C,22,NOP,14,161,12.1,.570,.333,.538,4.9,21.4,13.2,9.0,0.9,2.9,14.2,14.7,,0.1,0.2,0.3,.099,,-2.5,0.7,-1.9,0.0,hayesja02
188,Killian Hayes,PG,21,DET,37,943,10.5,.458,.352,.102,1.8,11.0,6.3,31.1,2.0,1.3,15.0,19.4,,-0.4,0.5,0.1,.004,,-2.6,-0.4,-3.0,-0.2,hayeski01
189,Gordon Hayward,SF,32,CHO,18,594,12.5,.530,.313,.251,3.1,13.6,8.1,17.3,1.1,0.6,13.4,20.3,,0.1,0.3,0.4,.033,,-1.2,-1.0,-2.1,0.0,haywago01
190,Juancho Hernangómez,PF,27,TOR,23,434,9.2,.556,.558,.128,5.4,19.2,11.8,5.3,1.3,0.9,12.5,10.2,,0.2,0.4,0.6,.062,,-2.3,-0.2,-2.5,-0.1,hernaju01
191,Willy Hernangómez,C,28,NOP,16,165,19.1,.602,.103,.690,16.3,25.6,21.0,12.9,1.5,3.4,21.7,24.7,,0.2,0.3,0.5,.136,,-1.5,0.2,-1.3,0.0,hernawi01
192,Tyler Herro,SG,23,MIA,27,954,17.2,.582,.501,.177,1.6,18.0,9.5,21.6,1.4,1.2,12.6,25.8,,0.8,1.2,2.0,.100,,2.4,-0.1,2.3,1.0,herroty01
193,Buddy Hield,SG,30,IND,35,1107,14.8,.605,.644,.100,3.2,13.1,8.2,12.8,1.4,0.9,12.1,21.9,,0.9,0.9,1.8,.078,,2.2,-0.9,1.4,0.9,hieldbu01
194,Haywood Highsmith,SF,26,MIA,24,466,8.4,.464,.481,.154,5.5,17.2,11.1,6.2,2.3,2.0,13.3,12.2,,-0.3,0.7,0.4,.044,,-4.0,1.4,-2.6,-0.1,highsha01
195,George Hill,PG,36,MIL,30,601,9.1,.554,.547,.376,2.2,9.0,5.6,16.8,1.1,0.4,16.5,11.4,,0.5,0.6,1.1,.084,,-3.2,0.8,-2.4,-0.1,hillge01
196,Malcolm Hill,SF,27,CHI,3,1,12.2,,,,0.0,100.0,56.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.142,,-4.7,4.9,0.2,0.0,hillma01
197,Aaron Holiday,PG,26,ATL,31,531,9.7,.549,.364,.174,3.2,6.2,4.7,12.3,2.1,0.8,13.4,13.0,,0.3,0.5,0.8,.068,,-3.0,1.1,-1.9,0.0,holidaa01
198,Jrue Holiday,PG,32,MIL,26,860,19.0,.562,.394,.186,4.1,12.5,8.4,35.6,2.2,1.2,16.4,25.6,,1.1,1.2,2.4,.132,,2.6,0.6,3.2,1.1,holidjr01
199,Justin Holiday,SG,33,ATL,26,400,6.1,.500,.694,.000,0.5,5.5,3.0,7.4,0.6,2.1,9.0,14.0,,-0.1,0.2,0.1,.011,,-3.2,-0.7,-3.9,-0.2,holidju01
200,Richaun Holmes,PF,29,SAC,19,180,11.4,.682,.077,.205,8.4,15.6,12.1,2.2,0.8,1.4,10.5,11.3,,0.3,0.1,0.4,.118,,-2.4,-0.6,-3.0,0.0,holmeri01
201,Al Horford,C,36,BOS,26,800,13.7,.646,.649,.041,3.5,18.7,11.2,11.2,0.7,2.9,7.9,11.7,,1.4,1.0,2.4,.143,,1.7,1.4,3.1,1.0,horfoal01
202,Talen Horton-Tucker,SG,22,UTA,32,498,11.3,.463,.406,.203,3.5,14.1,8.8,20.3,2.3,1.8,14.1,22.7,,-0.4,0.5,0.1,.012,,-2.8,0.3,-2.5,-0.1,hortota01
203,Danuel House Jr.,SF,29,PHI,28,477,8.9,.628,.579,.337,1.7,11.5,6.7,6.1,0.6,1.4,11.4,11.6,,0.4,0.5,0.9,.090,,-2.5,-0.4,-2.9,-0.1,houseda01
204,Caleb Houstan,SF,20,ORL,24,416,6.6,.529,.721,.151,4.4,11.3,7.9,5.2,0.5,0.5,7.1,10.3,,0.3,0.2,0.4,.049,,-2.5,-1.1,-3.7,-0.2,houstca01
205,Trevor Hudgins,PG,23,HOU,1,4,30.5,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,,0.0,0.0,0.0,.228,,15.2,1.4,16.6,0.0,hudgitr01
206,Kevin Huerter,SG,24,SAC,32,1001,13.9,.615,.604,.198,2.1,9.4,5.8,12.8,1.7,0.7,11.2,19.0,,1.2,0.8,2.0,.095,,0.6,-0.3,0.3,0.6,huertke01
207,De'Andre Hunter,SF,25,ATL,28,860,11.1,.555,.337,.287,2.2,12.3,7.1,5.5,0.6,0.6,8.7,20.2,,0.4,0.6,1.0,.055,,-2.2,-1.4,-3.6,-0.3,huntede01
208,Bones Hyland,PG,22,DEN,26,542,14.9,.530,.539,.195,2.0,10.2,6.1,23.7,1.4,1.5,11.9,28.8,,0.2,0.4,0.6,.050,,1.1,-2.0,-1.0,0.1,hylanbo01
209,Serge Ibaka,PF,33,MIL,15,170,11.3,.588,.319,.277,8.2,17.7,13.1,3.3,0.0,3.0,13.2,15.0,,0.1,0.2,0.3,.092,,-3.2,-0.3,-3.5,-0.1,ibakase01
210,Joe Ingles,SF,35,MIL,5,88,-1.5,.361,.840,.120,2.5,5.9,4.2,10.2,1.1,0.0,27.5,17.4,,-0.3,0.1,-0.2,-0.136,,-8.3,-2.3,-10.6,-0.2,inglejo01
211,Brandon Ingram,SF,25,NOP,15,481,18.3,.590,.260,.329,1.6,16.0,8.8,22.2,1.3,2.0,13.7,26.9,,0.7,0.6,1.3,.126,,1.7,0.2,1.9,0.5,ingrabr01
212,Kyrie Irving,PG,30,BRK,25,918,20.7,.605,.425,.211,2.8,12.2,7.7,20.6,1.0,2.1,9.9,29.2,,1.8,0.8,2.6,.136,,3.9,-1.3,2.6,1.1,irvinky01
213,Jaden Ivey,SG,20,DET,33,997,12.4,.513,.329,.360,3.8,11.7,7.7,20.8,1.7,0.8,15.0,24.6,,-0.3,0.4,0.1,.003,,-1.6,-1.1,-2.7,-0.2,iveyja01
214,Isaiah Jackson,PF,21,IND,29,453,16.8,.602,.045,.545,10.0,18.6,14.3,9.3,1.5,6.5,14.2,17.6,,0.6,0.6,1.2,.132,,-2.0,1.4,-0.6,0.2,jacksis01
215,Jaren Jackson Jr.,C,23,MEM,17,427,22.8,.608,.397,.407,8.0,17.5,12.8,3.5,2.0,11.1,10.1,23.8,,0.8,1.0,1.7,.195,,1.5,2.6,4.1,0.7,jacksja02
216,Justin Jackson,SF,27,BOS,14,65,2.5,.321,.857,.000,0.0,11.7,5.9,7.5,1.5,2.6,12.5,10.7,,-0.1,0.1,0.0,-0.035,,-5.6,0.4,-5.1,-0.1,jacksju01
217,Reggie Jackson,PG,32,LAC,33,947,10.5,.534,.415,.154,1.7,7.7,4.8,20.4,1.2,0.3,16.1,20.9,,-0.1,0.9,0.8,.040,,-2.5,-0.6,-3.2,-0.3,jacksre01
218,LeBron James,PF,38,LAL,27,965,23.4,.574,.313,.238,3.8,20.0,12.1,32.1,1.4,1.4,11.5,32.4,,1.4,1.0,2.4,.120,,4.8,0.2,5.0,1.7,jamesle01
219,Ty Jerome,SG,25,GSW,20,346,13.0,.629,.413,.192,1.0,10.1,5.6,18.7,0.7,0.3,8.9,15.0,,0.7,0.2,0.9,.126,,-0.4,-0.6,-0.9,0.1,jeromty01
220,Isaiah Joe,SG,23,OKC,27,324,17.3,.672,.817,.192,1.0,14.9,7.8,11.4,2.3,0.6,9.1,18.4,,0.7,0.4,1.1,.167,,3.1,0.9,4.0,0.5,joeis01
221,Alize Johnson,PF,26,SAS,4,30,4.4,.509,.333,.333,7.1,31.2,18.6,4.3,1.6,0.0,36.8,15.1,,-0.1,0.0,-0.1,-0.098,,-7.3,-2.0,-9.3,-0.1,johnsal02
222,Cameron Johnson,PF,26,PHO,8,202,17.1,.592,.614,.133,2.7,12.6,7.5,9.9,2.2,1.3,2.2,18.9,,0.4,0.2,0.7,.156,,3.3,0.8,4.1,0.3,johnsca02
223,Jalen Johnson,SF,21,ATL,33,524,11.0,.506,.351,.216,4.2,21.5,12.6,9.0,1.5,2.6,10.0,14.5,,0.1,0.7,0.8,.070,,-3.1,1.3,-1.8,0.0,johnsja05
224,James Johnson,PF,35,IND,9,71,2.1,.395,.368,.000,0.0,12.2,6.1,9.3,0.7,3.7,9.5,12.4,,-0.1,0.1,0.0,-0.028,,-8.6,0.3,-8.3,-0.1,johnsja01
225,Keldon Johnson,SF,23,SAS,30,979,13.7,.522,.413,.266,2.8,14.8,8.6,13.9,1.2,0.3,10.3,28.4,,-0.2,0.2,0.0,.001,,-0.1,-3.0,-3.1,-0.3,johnske04
226,Keon Johnson,SG,20,POR,15,207,7.7,.475,.516,.118,3.4,12.0,7.7,14.6,2.1,1.7,19.7,25.7,,-0.5,0.2,-0.3,-0.074,,-4.6,-1.0,-5.5,-0.2,johnske07
227,Stanley Johnson,SF,26,SAS,7,89,18.8,.685,.333,.185,2.4,17.1,9.4,20.8,2.7,3.8,17.0,16.4,,0.2,0.1,0.3,.135,,1.9,1.6,3.5,0.1,johnsst04
228,Nikola Jokić,C,27,DEN,31,1042,32.3,.688,.153,.445,7.6,29.7,18.8,45.3,2.1,1.8,15.8,28.6,,5.2,1.4,6.6,.305,,8.4,3.8,12.2,3.7,jokicni01
229,Damian Jones,C,27,LAL,18,167,15.2,.614,.083,.556,12.0,21.8,17.1,3.2,0.8,5.6,15.2,13.4,,0.2,0.2,0.4,.125,,-1.9,0.2,-1.6,0.0,jonesda03
230,Derrick Jones Jr.,SF,25,CHI,25,345,15.7,.612,.333,.375,7.5,11.5,9.5,6.0,1.8,4.7,9.0,15.5,,0.6,0.4,1.0,.139,,-0.2,0.6,0.4,0.2,jonesde02
231,Herbert Jones,SF,24,NOP,23,653,11.9,.549,.372,.394,4.6,9.2,6.9,10.3,2.3,2.3,11.3,16.0,,0.6,0.9,1.4,.105,,-2.1,1.3,-0.8,0.2,joneshe01
232,Kai Jones,C,22,CHO,22,217,10.8,.552,.204,.204,8.9,15.5,12.0,3.2,1.1,4.2,13.3,13.0,,0.1,0.2,0.3,.063,,-4.3,-0.7,-5.0,-0.2,joneska01
233,Tre Jones,PG,23,SAS,33,989,15.2,.524,.234,.234,2.8,10.8,6.6,30.3,2.3,0.4,13.8,19.6,,1.1,0.4,1.4,.070,,-0.7,-0.9,-1.6,0.1,jonestr01
234,Tyus Jones,PG,26,MEM,33,774,15.4,.545,.441,.152,1.9,7.9,5.0,26.9,1.6,0.2,9.9,18.2,,1.3,0.8,2.1,.129,,1.2,-0.2,1.0,0.6,jonesty01
235,DeAndre Jordan,C,34,DEN,26,375,15.1,.719,.014,.522,11.0,31.6,21.4,7.3,0.6,4.2,25.5,13.1,,0.4,0.5,0.8,.108,,-1.9,0.1,-1.8,0.0,jordade01
236,Cory Joseph,PG,31,DET,30,443,10.3,.497,.434,.180,1.7,6.6,4.1,29.0,1.1,0.4,12.0,14.3,,0.4,0.0,0.4,.047,,-2.1,-1.4,-3.5,-0.2,josepco01
237,Nikola Jović,PF,19,MIA,15,204,10.8,.530,.507,.275,4.9,12.9,8.7,7.3,1.7,1.0,11.4,19.0,,0.0,0.2,0.3,.060,,-3.4,-0.2,-3.5,-0.1,jovicni01
238,Mfiondu Kabengele,PF,25,BOS,1,8,18.5,.500,.500,.000,41.9,13.5,27.5,0.0,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,.244,,-0.1,-7.2,-7.3,0.0,kabenmf01
239,Frank Kaminsky,C,29,ATL,16,125,14.8,.746,.600,.267,0.8,21.2,10.8,17.0,0.8,0.0,15.2,13.3,,0.3,0.1,0.4,.166,,0.8,1.4,2.2,0.1,kaminfr01
240,Trevor Keels,SG,19,NYK,1,1,-26.5,.000,1.000,.000,0.0,100.0,53.3,0.0,0.0,0.0,0.0,42.1,,0.0,0.0,0.0,-0.797,,-36.1,-8.3,-44.5,0.0,keelstr01
241,Luke Kennard,SG,26,LAC,24,540,12.6,.670,.652,.089,1.0,12.1,6.7,7.7,1.3,0.5,11.8,15.0,,0.7,0.6,1.3,.117,,-0.1,0.7,0.6,0.4,kennalu01
242,Walker Kessler,C,21,UTA,34,624,20.2,.717,.000,.481,14.2,23.6,18.8,4.7,0.5,8.2,12.0,12.3,,1.7,0.9,2.5,.195,,0.5,1.5,2.0,0.6,kesslwa01
