
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
94,Wendell Carter Jr.,C,21,ORL,22,583,17.3,.549,.141,.332,10.7,24.1,17.2,9.7,1.4,2.8,11.0,19.5,,0.6,0.7,1.2,.103,,-0.8,-1.0,-1.7,0.0,cartewe01
95,Michael Carter-Williams,SG,29,ORL,31,800,9.5,.449,.226,.296,4.9,13.4,9.0,24.3,1.5,1.9,18.4,20.2,,-1.1,0.6,-0.5,-0.028,,-4.6,-0.2,-4.8,-0.6,cartemi01
96,Alex Caruso,PG,26,LAL,58,1216,11.1,.547,.449,.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,,0.3,2.1,2.4,.095,,-2.5,2.5,0.0,0.6,carusal01
97,Willie Cauley-Stein,C,27,DAL,53,906,14.3,.647,.060,.429,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12.0,,1.6,1.2,2.8,.147,,-2.2,0.9,-1.3,0.2,caulewi01
98,Chris Chiozza,PG,25,BRK,22,232,12.9,.461,.477,.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,,0.1,0.2,0.3,.063,,-0.1,-0.6,-0.7,0.1,chiozch01
99,Marquese Chriss,PF,23,GSW,2,27,11.8,.412,.357,.286,12.0,38.9,25.6,11.0,0.0,6.5,11.3,28.1,,-0.1,0.1,0.0,-0.030,,-2.4,0.3,-2.1,0.0,chrisma01
100,Gary Clark,SF-PF,26,TOT,39,654,6.0,.436,.818,.076,5.1,13.5,9.1,6.4,1.0,1.0,11.1,10.1,,-0.3,0.4,0.1,.008,,-4.2,-0.7,-4.9,-0.5,clarkga01
100,Gary Clark,SF,26,ORL,35,637,6.1,.439,.824,.076,5.2,13.3,9.1,6.4,0.9,1.0,11.2,10.3,,-0.2,0.3,0.1,.007,,-4.2,-0.7,-4.9,-0.5,clarkga01
100,Gary Clark,SF,26,DEN,2,4,2.9,,,,0.0,28.2,14.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.037,,-4.4,-2.0,-6.5,0.0,clarkga01
100,Gary Clark,PF,26,PHI,2,13,3.8,.000,.000,.000,0.0,16.6,8.5,9.0,3.7,0.0,0.0,3.3,,0.0,0.0,0.0,.044,,-6.5,0.6,-5.9,0.0,clarkga01
101,Brandon Clarke,PF,24,MEM,59,1415,17.3,.560,.156,.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,,2.2,2.0,4.2,.142,,0.4,1.2,1.5,1.3,clarkbr01
102,Jordan Clarkson,SG,28,UTA,68,1818,17.1,.549,.557,.134,2.9,12.7,8.0,15.3,1.6,0.4,9.2,29.7,,1.7,2.5,4.2,.111,,1.8,-0.4,1.4,1.6,clarkjo01
103,Nic Claxton,C,21,BRK,32,594,16.9,.612,.034,.441,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14.0,,1.0,0.9,1.9,.153,,-1.0,1.4,0.4,0.4,claxtni01
104,Amir Coffey,SG,23,LAC,44,394,10.1,.585,.544,.369,2.9,9.4,6.3,7.4,1.3,0.0,11.1,15.1,,0.4,0.3,0.7,.085,,-1.9,-0.1,-2.0,0.0,coffeam01
105,John Collins,PF,23,ATL,63,1848,20.6,.645,.270,.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,,4.8,1.9,6.7,.174,,2.5,-0.2,2.3,2.0,collijo01
106,Mike Conley,PG,33,UTA,51,1498,19.2,.589,.523,.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,,4.0,2.1,6.1,.197,,3.6,1.3,4.9,2.6,conlemi01
107,Pat Connaughton,SG,28,MIL,69,1575,11.3,.578,.703,.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,,1.8,1.7,3.5,.108,,-0.5,0.5,0.0,0.8,connapa01
108,Quinn Cook,PG,27,TOT,23,157,12.7,.531,.382,.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,,0.1,0.1,0.2,.061,,-1.0,-0.2,-1.2,0.0,cookqu01
108,Quinn Cook,PG,27,LAL,16,62,13.8,.585,.500,.192,0.0,9.0,4.5,12.5,0.8,1.4,9.6,21.9,,0.1,0.1,0.1,.098,,-0.3,-0.1,-0.4,0.0,cookqu01
108,Quinn Cook,PG,27,CLE,7,95,12.0,.496,.310,.071,2.3,12.1,7.1,22.1,1.6,0.0,8.5,21.7,,0.0,0.1,0.1,.037,,-1.5,-0.2,-1.7,0.0,cookqu01
109,Tyler Cook,SF-PF,23,TOT,32,438,12.8,.659,.019,.340,7.0,17.2,12.1,5.9,0.9,0.4,15.1,13.9,,0.5,0.3,0.8,.090,,-2.2,-0.9,-3.0,-0.1,cookty01
109,Tyler Cook,PF,23,BRK,4,17,1.6,.333,.000,.000,6.9,6.2,6.5,14.1,0.0,0.0,25.0,10.3,,0.0,0.0,0.0,-0.047,,-5.2,-1.0,-6.2,0.0,cookty01
109,Tyler Cook,SF,23,DET,28,421,13.2,.667,.020,.350,7.1,17.6,12.3,5.6,0.9,0.4,14.8,14.1,,0.5,0.3,0.8,.096,,-2.0,-0.8,-2.9,-0.1,cookty01
110,DeMarcus Cousins,C,30,TOT,41,713,16.4,.537,.443,.266,8.0,32.7,20.0,16.3,2.3,3.0,15.8,24.5,,0.0,1.2,1.2,.079,,-1.2,1.6,0.4,0.4,couside01
110,DeMarcus Cousins,C,30,HOU,25,506,14.9,.511,.552,.281,6.1,35.4,20.1,18.0,2.0,3.2,14.2,23.1,,-0.1,0.8,0.7,.062,,-1.6,1.5,-0.1,0.2,couside01
110,DeMarcus Cousins,C,30,LAC,16,207,20.3,.597,.200,.232,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,,0.1,0.4,0.5,.119,,-0.2,1.9,1.7,0.2,couside01
111,Robert Covington,PF,30,POR,70,2243,11.2,.553,.699,.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,,1.4,2.4,3.7,.080,,-1.3,1.5,0.2,1.2,covinro01
112,Torrey Craig,SF,30,TOT,50,803,14.2,.579,.467,.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,,1.1,1.1,2.2,.133,,-0.3,0.7,0.4,0.5,craigto01
112,Torrey Craig,SF,30,MIL,18,201,10.3,.480,.478,.043,7.1,15.1,11.2,9.5,2.1,3.1,9.6,10.8,,0.1,0.3,0.4,.097,,-2.2,1.6,-0.6,0.1,craigto01
112,Torrey Craig,SF,30,PHO,32,602,15.5,.603,.464,.110,8.4,20.4,14.5,7.4,1.6,2.8,9.5,15.5,,1.0,0.8,1.8,.145,,0.4,0.4,0.8,0.4,craigto01
113,Jae Crowder,PF,30,PHO,60,1648,11.8,.574,.772,.152,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,,1.4,1.9,3.3,.097,,0.3,0.8,1.1,1.3,crowdja01
114,Jarrett Culver,SG,21,MIN,34,499,8.8,.476,.315,.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,,-0.4,0.3,-0.1,-0.006,,-4.5,-1.1,-5.6,-0.5,culveja01
115,Seth Curry,SG,30,PHI,57,1638,12.9,.607,.507,.139,0.7,8.3,4.6,13.6,1.3,0.4,10.0,17.1,,2.3,1.7,4.0,.118,,0.1,-0.4,-0.3,0.7,curryse01
116,Stephen Curry,PG,32,GSW,63,2152,26.3,.655,.587,.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,,6.5,2.5,9.0,.201,,8.3,0.4,8.7,5.8,curryst01
117,Nate Darling,SG,22,CHO,7,26,8.2,.541,1.000,.429,4.1,0.0,2.1,5.1,0.0,3.8,10.7,15.4,,0.0,0.0,0.0,.038,,-1.5,-2.5,-4.0,0.0,darlina01
118,Anthony Davis,PF,27,LAL,36,1162,22.1,.556,.163,.349,6.0,21.5,13.8,16.4,1.9,4.5,9.5,29.2,,1.3,2.4,3.7,.152,,2.6,2.2,4.8,2.0,davisan02
119,Ed Davis,C,31,MIN,23,299,13.1,.487,.000,.273,16.1,26.0,20.8,9.0,2.1,3.8,12.4,7.9,,0.5,0.4,0.8,.135,,-3.3,1.1,-2.2,0.0,davised01
120,Terence Davis,SG,23,TOT,61,1074,12.7,.555,.586,.121,2.0,14.1,7.9,11.4,2.0,1.2,11.6,21.8,,0.1,0.8,0.8,.038,,-0.9,-0.9,-1.7,0.1,daviste02
120,Terence Davis,SG,23,TOR,34,493,11.1,.537,.581,.086,1.9,13.2,7.4,11.6,1.7,1.4,11.7,21.6,,-0.2,0.4,0.3,.026,,-1.8,-0.8,-2.6,-0.1,daviste02
120,Terence Davis,SG,23,SAC,27,581,14.0,.570,.589,.150,2.1,14.9,8.4,11.3,2.2,1.0,11.5,21.9,,0.2,0.3,0.6,.047,,-0.1,-0.9,-0.9,0.2,daviste02
121,Gabriel Deck,PF,25,OKC,10,212,16.1,.548,.224,.328,7.8,11.9,9.8,17.3,1.8,0.0,7.3,16.6,,0.4,0.1,0.5,.120,,0.0,-0.4,-0.4,0.1,deckga01
122,Dewayne Dedmon,C,31,MIA,16,210,24.5,.735,.077,.415,15.5,31.0,23.4,9.6,2.1,3.0,14.5,19.3,,0.7,0.4,1.1,.256,,1.2,0.5,1.7,0.2,dedmode01
123,Matthew Dellavedova,PG,30,CLE,13,224,7.3,.312,.446,.071,2.9,9.2,6.0,35.3,0.9,0.4,9.4,12.4,,-0.1,0.1,0.0,.005,,-4.5,-1.9,-6.4,-0.3,dellama01
124,DeMar DeRozan,PF,31,SAS,61,2056,22.0,.591,.080,.478,2.0,11.6,6.7,32.0,1.3,0.6,9.7,26.1,,5.9,1.5,7.4,.172,,3.2,-0.1,3.1,2.6,derozde01
125,Mamadi Diakite,PF,24,MIL,14,141,12.3,.477,.200,.350,6.2,18.7,12.7,7.0,2.3,3.8,6.1,14.6,,0.1,0.2,0.3,.102,,-3.3,0.9,-2.4,0.0,diakima01
126,Hamidou Diallo,SG-SF,22,TOT,52,1226,14.3,.541,.174,.426,5.1,18.8,11.9,13.3,1.6,1.7,12.0,22.2,,0.3,1.3,1.6,.063,,-2.2,0.1,-2.1,0.0,diallha01
126,Hamidou Diallo,SG,22,OKC,32,761,15.0,.536,.138,.444,5.0,17.7,11.3,16.4,1.9,1.4,12.1,22.5,,0.3,0.8,1.0,.065,,-2.1,0.6,-1.5,0.1,diallha01
126,Hamidou Diallo,SF,22,DET,20,465,13.1,.549,.237,.393,5.2,20.6,12.8,8.3,1.1,2.2,11.7,21.6,,0.1,0.5,0.6,.059,,-2.4,-0.8,-3.2,-0.1,diallha01
127,Gorgui Dieng,C,31,TOT,38,552,19.2,.670,.429,.411,7.6,19.5,13.5,12.0,2.3,2.6,14.3,17.4,,1.3,0.8,2.1,.185,,1.8,1.5,3.4,0.7,dienggo01
127,Gorgui Dieng,C,31,MEM,22,371,19.2,.682,.444,.398,7.9,20.2,14.0,10.6,2.2,3.4,14.8,17.0,,0.9,0.6,1.5,.190,,1.8,1.6,3.3,0.5,dienggo01
127,Gorgui Dieng,C,31,SAS,16,181,19.0,.648,.400,.436,6.9,18.0,12.3,15.0,2.4,0.9,13.2,18.2,,0.4,0.2,0.7,.175,,2.0,1.5,3.5,0.2,dienggo01
128,Spencer Dinwiddie,SG,27,BRK,3,64,10.1,.536,.438,.375,0.0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,,0.0,0.1,0.1,.045,,-2.4,2.6,0.2,0.0,dinwisp01
129,Donte DiVincenzo,SG,24,MIL,66,1814,13.0,.542,.574,.118,4.9,16.7,11.0,14.2,1.9,0.7,12.5,16.7,,1.5,2.1,3.6,.095,,-0.2,0.4,0.3,1.0,divindo01
130,Luka Dončić,PG,21,DAL,66,2262,25.3,.587,.406,.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36.0,,5.1,2.6,7.7,.163,,6.1,0.7,6.8,5.1,doncilu01
131,Luguentz Dort,SG,21,OKC,52,1543,10.1,.513,.515,.257,2.5,10.3,6.4,8.8,1.4,1.1,10.0,21.7,,-0.6,1.0,0.3,.011,,-2.6,-0.9,-3.5,-0.6,dortlu01
132,Damyean Dotson,SG,26,CLE,46,907,8.1,.499,.543,.123,0.6,11.1,5.7,15.1,0.9,0.4,12.0,16.9,,-0.4,0.3,0.0,-0.002,,-3.4,-1.4,-4.8,-0.6,dotsoda01
133,Devon Dotson,PG,21,CHI,11,50,19.3,.548,.333,.000,4.5,6.6,5.5,21.4,3.9,0.0,0.0,18.2,,0.1,0.1,0.2,.177,,-0.1,2.2,2.1,0.1,dotsode01
134,Sekou Doumbouya,PF,20,DET,56,869,6.9,.459,.408,.227,4.9,13.5,9.2,8.0,1.4,0.9,12.4,17.8,,-0.9,0.7,-0.2,-0.012,,-5.4,-1.3,-6.7,-1.0,doumbse01
135,PJ Dozier,SG,24,DEN,50,1088,10.4,.501,.420,.186,3.7,15.3,9.5,11.2,1.4,2.0,10.7,17.2,,0.1,1.1,1.1,.051,,-2.3,-0.4,-2.6,-0.2,doziepj01
136,Goran Dragić,PG,34,MIA,50,1337,13.0,.552,.440,.220,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,,0.2,1.2,1.3,.048,,-1.1,-1.3,-2.3,-0.1,dragigo01
137,Andre Drummond,C,27,TOT,46,1242,19.4,.519,.014,.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,,-0.6,2.5,2.0,.077,,-1.7,0.5,-1.2,0.3,drumman01
137,Andre Drummond,C,27,CLE,25,722,20.5,.500,.021,.339,15.3,37.5,26.1,16.2,2.7,3.6,15.6,31.3,,-0.8,1.3,0.6,.037,,-1.0,0.2,-0.8,0.2,drumman01
137,Andre Drummond,C,27,LAL,21,520,17.9,.554,.000,.396,14.1,32.0,23.1,9.0,2.2,3.4,16.0,22.4,,0.2,1.2,1.4,.133,,-2.7,1.0,-1.7,0.0,drumman01
138,Jared Dudley,PF,35,LAL,12,81,4.4,.333,.667,.000,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,,0.0,0.1,0.1,.053,,-4.4,0.9,-3.5,0.0,dudleja01
139,Kris Dunn,PG,26,ATL,4,45,-5.7,.182,.167,.333,0.0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,,-0.2,0.1,-0.2,-0.202,,-13.7,-0.1,-13.7,-0.1,dunnkr01
140,Kevin Durant,PF,32,BRK,35,1157,26.4,.666,.313,.395,1.3,21.3,11.8,27.5,1.0,3.4,14.5,31.2,,3.7,1.2,5.0,.206,,6.4,0.8,7.2,2.7,duranke01
141,Anthony Edwards,SG,19,MIN,72,2314,13.9,.523,.429,.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,,-0.6,1.4,0.8,.017,,-0.4,-1.7,-2.1,-0.1,edwaran01
142,Carsen Edwards,SG,22,BOS,31,276,10.2,.527,.568,.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,,0.1,0.2,0.3,.051,,-3.2,-1.3,-4.5,-0.2,edwarca01
143,CJ Elleby,SF,20,POR,30,192,9.4,.468,.515,.227,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,,0.0,0.1,0.1,.032,,-4.0,-0.9,-4.9,-0.1,ellebcj01
144,Henry Ellenson,PF,24,TOR,2,38,12.8,.476,.643,.286,8.4,27.0,17.4,18.9,0.0,0.0,0.0,17.9,,0.1,0.0,0.1,.127,,-1.7,-0.1,-1.8,0.0,ellenhe01
145,Wayne Ellington,SG,33,DET,46,1012,12.2,.625,.814,.104,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,,1.3,0.5,1.9,.088,,1.1,-1.3,-0.2,0.5,ellinwa01
146,Joel Embiid,C,26,PHI,51,1585,30.3,.636,.171,.610,8.0,29.1,18.7,16.2,1.5,3.9,12.2,35.3,,5.6,3.2,8.8,.266,,6.3,1.2,7.5,3.8,embiijo01
147,James Ennis III,SF,30,ORL,41,986,12.5,.613,.428,.358,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,,1.3,0.7,2.0,.097,,-1.9,-0.3,-2.2,-0.1,ennisja01
148,Drew Eubanks,C,23,SAS,54,755,17.9,.618,.010,.517,10.2,24.0,17.0,7.9,1.2,5.5,15.2,17.1,,1.2,1.1,2.3,.145,,-1.0,1.0,0.0,0.4,eubandr01
149,Dante Exum,SG,25,CLE,6,116,5.9,.428,.423,.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,,-0.2,0.1,-0.1,-0.025,,-5.4,1.6,-3.8,-0.1,exumda01
150,Tacko Fall,C,25,BOS,19,136,19.6,.660,.000,.517,13.0,29.7,21.3,3.1,0.4,13.7,14.4,13.2,,0.2,0.3,0.5,.177,,-1.7,2.9,1.2,0.1,fallta01
151,Derrick Favors,C,29,UTA,68,1039,19.7,.663,.008,.329,14.7,23.3,19.2,6.0,1.5,5.3,11.5,13.0,,2.9,2.2,5.1,.237,,0.3,2.4,2.6,1.2,favorde01
152,Cristiano Felício,C,28,CHI,18,84,14.7,.574,.154,1.231,13.3,20.9,17.2,13.6,2.3,0.0,16.6,12.4,,0.2,0.1,0.3,.151,,-1.1,1.2,0.1,0.0,feliccr01
153,Terrance Ferguson,SG,22,PHI,13,49,-7.1,.143,.714,.000,0.0,2.2,1.1,4.9,1.0,0.0,36.4,9.7,,-0.2,0.0,-0.2,-0.161,,-12.1,-2.2,-14.3,-0.2,fergute01
154,Bruno Fernando,C,22,ATL,33,226,6.2,.475,.045,.500,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,,-0.3,0.3,-0.1,-0.019,,-6.1,-0.4,-6.5,-0.3,fernabr01
155,Yogi Ferrell,PG,27,TOT,10,136,14.4,.459,.491,.158,4.1,11.4,7.8,22.9,2.5,2.0,4.7,20.7,,0.1,0.2,0.3,.099,,-0.5,0.8,0.2,0.1,ferreyo01
155,Yogi Ferrell,PG,27,CLE,2,40,12.4,.434,.429,.095,8.2,11.5,9.8,20.9,3.7,2.2,12.1,27.1,,-0.1,0.1,0.0,-0.036,,-1.9,1.0,-1.0,0.0,ferreyo01
155,Yogi Ferrell,PG,27,LAC,8,96,15.3,.473,.528,.194,2.4,11.4,7.0,23.7,2.1,1.9,0.0,18.0,,0.2,0.1,0.3,.154,,0.0,0.7,0.7,0.1,ferreyo01
156,Dorian Finney-Smith,PF,27,DAL,60,1921,12.0,.609,.648,.088,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,,2.8,1.6,4.4,.110,,0.2,0.0,0.1,1.0,finnedo01
157,Malik Fitts,PF,23,LAC,3,11,2.9,.500,.667,.000,0.0,29.8,15.3,0.0,0.0,0.0,0.0,12.1,,0.0,0.0,0.0,.049,,-7.0,-2.1,-9.1,0.0,fittsma01
158,Malachi Flynn,PG,22,TOR,47,928,10.9,.484,.494,.165,1.1,13.0,6.9,21.4,2.0,0.8,10.5,19.0,,0.0,0.8,0.8,.041,,-2.5,-0.2,-2.6,-0.1,flynnma01
159,Bryn Forbes,SG,27,MIL,70,1354,12.8,.631,.645,.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,,2.0,0.7,2.7,.096,,0.4,-1.7,-1.3,0.2,forbebr01
160,Trent Forrest,PG,22,UTA,30,302,11.2,.554,.366,.268,4.0,11.1,7.7,19.9,1.5,1.1,20.9,14.3,,0.3,0.4,0.7,.106,,-2.5,1.2,-1.3,0.1,forretr01
161,Evan Fournier,SF-SG,28,TOT,42,1259,16.7,.598,.523,.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,,1.8,1.0,2.8,.107,,1.5,-0.4,1.1,1.0,fournev01
161,Evan Fournier,SF,28,ORL,26,787,18.2,.604,.509,.333,0.6,9.5,4.9,20.9,1.7,1.0,11.3,26.2,,1.2,0.5,1.7,.104,,2.3,-0.6,1.7,0.7,fournev01
161,Evan Fournier,SG,28,BOS,16,472,14.1,.584,.552,.081,1.2,11.4,6.3,14.9,2.1,2.0,9.6,18.0,,0.6,0.5,1.1,.111,,0.1,0.1,0.2,0.3,fournev01
162,De'Aaron Fox,PG,23,SAC,58,2036,20.7,.565,.288,.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31.0,,3.4,0.8,4.2,.098,,3.1,-1.3,1.8,2.0,foxde01
163,Robert Franks,PF,24,ORL,7,101,16.5,.638,.536,.464,6.0,8.5,7.2,7.4,1.4,2.7,5.6,15.3,,0.3,0.1,0.3,.158,,0.7,-0.8,-0.2,0.0,frankro01
164,Tim Frazier,PG,30,MEM,5,62,-0.5,.177,.400,.300,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,,-0.3,0.1,-0.2,-0.169,,-10.7,-1.2,-11.9,-0.2,fraziti01
165,Enes Freedom,C,28,POR,72,1758,22.4,.636,.007,.292,16.8,31.9,24.2,7.2,0.9,2.4,11.0,17.4,,5.7,1.7,7.5,.204,,2.1,-1.4,0.6,1.2,kanteen01
166,Markelle Fultz,PG,22,ORL,8,215,12.0,.458,.154,.183,2.3,10.0,6.0,33.1,1.8,0.8,13.8,26.2,,-0.3,0.1,-0.1,-0.024,,-3.6,-0.9,-4.4,-0.1,fultzma01
167,Wenyen Gabriel,PF,23,NOP,21,241,9.8,.533,.533,.283,9.0,15.3,12.2,5.9,1.8,3.1,18.2,14.4,,0.0,0.3,0.3,.052,,-3.2,-0.1,-3.3,-0.1,gabriwe01
168,Daniel Gafford,PF-C,22,TOT,54,791,22.2,.697,.000,.480,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,,2.1,1.3,3.5,.209,,0.6,1.6,2.2,0.8,gaffoda01
168,Daniel Gafford,PF,22,CHI,31,383,18.8,.700,.000,.471,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,,0.8,0.6,1.5,.182,,-1.3,1.6,0.3,0.2,gaffoda01
168,Daniel Gafford,C,22,WAS,23,408,25.4,.696,.000,.486,13.0,20.2,16.6,4.4,1.7,8.4,10.2,18.9,,1.3,0.7,2.0,.235,,2.5,1.6,4.0,0.6,gaffoda01
169,Danilo Gallinari,PF,32,ATL,51,1222,16.3,.613,.535,.366,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,,2.7,1.0,3.7,.146,,1.7,-0.6,1.1,1.0,gallida01
170,Langston Galloway,SG,29,PHO,40,438,12.1,.605,.578,.156,1.8,8.9,5.4,8.0,0.9,0.0,7.6,17.3,,0.6,0.3,0.9,.096,,-0.1,-0.8,-0.9,0.1,gallola01
171,Darius Garland,PG,21,CLE,54,1790,14.2,.547,.332,.165,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,,0.3,0.9,1.2,.033,,0.0,-2.1,-2.1,-0.1,garlada01
172,Marc Gasol,C,36,LAL,52,993,12.2,.606,.629,.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,,0.8,1.9,2.8,.133,,-1.4,3.7,2.3,1.1,gasolma01
173,Rudy Gay,PF,34,SAS,63,1358,14.7,.532,.443,.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,,0.0,1.7,1.7,.059,,-0.1,0.0,-0.1,0.6,gayru01
174,Paul George,SF,30,LAC,54,1821,20.5,.598,.437,.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30.0,,3.0,2.3,5.3,.139,,3.9,0.3,4.2,2.9,georgpa01
175,Taj Gibson,C,35,NYK,45,936,16.0,.661,.095,.348,11.6,17.3,14.5,5.4,1.7,5.0,10.8,9.7,,2.1,1.7,3.8,.195,,-0.7,2.1,1.3,0.8,gibsota01
176,Harry Giles,C,22,POR,38,348,12.4,.496,.237,.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,,0.1,0.4,0.5,.069,,-3.2,0.2,-2.9,-0.1,gilesha01
177,Shai Gilgeous-Alexander,SG,22,OKC,35,1180,21.6,.623,.301,.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,,2.7,0.8,3.5,.143,,3.9,0.2,4.1,1.8,gilgesh01
178,Anthony Gill,PF,28,WAS,26,218,13.7,.597,.400,.267,7.8,17.0,12.4,6.7,2.1,1.5,10.7,14.2,,0.3,0.3,0.6,.123,,-1.6,0.3,-1.3,0.0,gillan01
179,Freddie Gillespie,PF,23,TOR,20,392,13.4,.563,.000,.393,11.4,16.0,13.6,3.2,1.6,5.1,10.9,12.2,,0.5,0.5,0.9,.116,,-3.1,-0.1,-3.2,-0.1,gillefr01
180,Rudy Gobert,C,28,UTA,71,2187,23.5,.683,.007,.646,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,,6.1,5.2,11.3,.248,,2.1,2.8,4.9,3.8,goberru01
181,Brandon Goodwin,PG,25,ATL,47,620,9.2,.471,.462,.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,,-0.2,0.4,0.2,.013,,-2.5,-0.6,-3.1,-0.2,goodwbr01
182,Aaron Gordon,PF,25,TOT,50,1384,14.5,.547,.353,.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,,0.7,1.2,1.9,.066,,0.2,-0.1,0.1,0.7,gordoaa01
182,Aaron Gordon,PF,25,ORL,25,736,14.9,.537,.382,.358,5.3,18.5,11.7,23.0,1.1,2.5,16.5,23.8,,0.0,0.6,0.6,.037,,0.5,0.1,0.6,0.5,gordoaa01
182,Aaron Gordon,PF,25,DEN,25,648,14.1,.564,.311,.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,,0.7,0.6,1.3,.099,,-0.1,-0.3,-0.4,0.3,gordoaa01
183,Eric Gordon,SG,32,HOU,27,789,14.4,.577,.572,.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,,0.6,0.2,0.8,.048,,0.7,-1.7,-1.1,0.2,gordoer01
184,Devonte' Graham,PG,25,CHO,55,1659,14.6,.552,.713,.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,,2.5,0.9,3.4,.099,,1.8,-1.1,0.7,1.1,grahade01
185,Jerami Grant,SF,26,DET,54,1829,16.9,.556,.353,.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,,1.6,1.6,3.2,.083,,1.9,-0.8,1.1,1.4,grantje01
186,Danny Green,SF,33,PHI,69,1934,12.1,.582,.794,.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14.0,,1.6,3.1,4.6,.115,,0.4,1.5,1.9,1.9,greenda02
187,Draymond Green,PF,30,GSW,63,1982,13.3,.530,.332,.232,3.0,20.9,12.1,36.4,2.5,2.3,31.0,13.1,,1.2,3.4,4.6,.112,,-1.6,3.3,1.7,1.9,greendr01
188,JaMychal Green,PF,30,DEN,58,1120,13.6,.590,.529,.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,,1.4,1.2,2.6,.110,,-0.5,-1.0,-1.5,0.1,greenja01
189,Javonte Green,SF-SG,27,TOT,41,473,12.1,.610,.294,.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,,0.5,0.6,1.1,.107,,-2.2,1.7,-0.5,0.2,greenja02
189,Javonte Green,SF,27,BOS,25,345,11.8,.624,.310,.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,,0.4,0.3,0.8,.105,,-1.7,1.3,-0.5,0.1,greenja02
189,Javonte Green,SG,27,CHI,16,128,13.1,.579,.258,.323,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14.0,,0.1,0.2,0.3,.114,,-3.4,2.8,-0.6,0.0,greenja02
190,Jeff Green,PF,34,BRK,68,1835,13.0,.624,.472,.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,,2.9,1.2,4.1,.107,,0.0,-0.9,-0.8,0.6,greenje02
