Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
345,Victor Oladipo,SG,30,MIA,10,1,254,28,77,.364,10,41,.244,18,36,.500,.429,14,18,.778,4,21,25,27,17,2,12,23,80,oladivi01
346,Kelly Olynyk,PF,31,UTA,33,33,940,141,271,.520,50,116,.431,91,155,.587,.613,91,109,.835,41,124,165,105,37,21,75,129,423,olynyke01
347,Eugene Omoruyi,SF,25,OKC,15,1,192,34,72,.472,8,28,.286,26,44,.591,.528,13,19,.684,15,25,40,9,12,0,10,35,89,omorueu01
348,Cedi Osman,SF,27,CLE,34,0,778,121,259,.467,45,137,.328,76,122,.623,.554,36,53,.679,10,79,89,53,17,4,28,61,323,osmande01
349,Kelly Oubre Jr.,SF,27,CHO,34,30,1128,261,615,.424,80,257,.311,181,358,.506,.489,98,138,.710,52,126,178,42,55,12,43,103,700,oubreke01
350,Chris Paul,PG,37,PHO,22,22,691,93,225,.413,35,93,.376,58,132,.439,.491,58,74,.784,11,84,95,194,33,7,44,56,279,paulch01
351,Cameron Payne,PG,28,PHO,26,14,645,123,296,.416,48,124,.387,75,172,.436,.497,36,47,.766,9,53,62,139,25,5,51,55,330,payneca01
352,Theo Pinson,SG,27,DAL,14,0,69,3,15,.200,2,10,.200,1,5,.200,.267,5,6,.833,2,18,20,5,2,0,3,3,13,pinsoth01
353,Scotty Pippen Jr.,PG,22,LAL,3,0,23,1,7,.143,1,2,.500,0,5,.000,.214,4,6,.667,2,2,4,1,1,1,2,3,7,pippesc02
354,Mason Plumlee,C,32,CHO,35,35,965,136,219,.621,0,0,,136,219,.621,.621,81,140,.579,116,205,321,133,24,26,59,113,353,plumlma01
355,Jakob Poeltl,C,27,SAS,26,26,681,140,213,.657,0,0,,140,213,.657,.657,37,69,.536,85,147,232,75,23,28,57,66,317,poeltja01
356,Aleksej Pokusevski,PF,21,OKC,31,25,677,107,243,.440,38,101,.376,69,142,.486,.519,21,33,.636,45,112,157,62,20,41,41,57,273,pokusal01
357,Jordan Poole,SG,23,GSW,36,17,1049,241,565,.427,87,282,.309,154,283,.544,.504,142,164,.866,10,68,78,154,26,9,122,83,711,poolejo01
358,Kevin Porter Jr.,PG,22,HOU,33,33,1132,224,518,.432,65,199,.327,159,319,.498,.495,125,163,.767,49,131,180,189,46,14,122,95,638,porteke02
359,Michael Porter Jr.,SF,24,DEN,20,20,591,124,262,.473,58,138,.420,66,124,.532,.584,31,40,.775,22,100,122,25,14,10,25,53,337,portemi01
360,Otto Porter Jr.,SF,29,TOR,8,2,146,15,30,.500,6,17,.353,9,13,.692,.600,8,8,1.000,6,13,19,8,11,0,4,7,44,porteot01
361,Bobby Portis,PF,27,MIL,34,8,887,196,396,.495,37,121,.306,159,275,.578,.542,34,44,.773,84,257,341,62,9,9,39,59,463,portibo01
362,Kristaps Porziņģis,PF,27,WAS,32,32,1053,235,500,.470,58,174,.333,177,326,.543,.528,174,218,.798,65,221,286,81,33,49,68,95,702,porzikr01
363,Micah Potter,PF,24,UTA,3,0,14,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,1,2,3,2,0,0,0,2,4,pottemi01
364,Dwight Powell,C,31,DAL,30,23,522,63,91,.692,0,2,.000,63,89,.708,.692,40,59,.678,55,50,105,16,16,11,23,80,166,poweldw01
365,Norman Powell,SG,29,LAC,26,5,643,140,293,.478,42,111,.378,98,182,.538,.549,77,100,.770,9,62,71,43,21,9,50,48,399,powelno01
366,Jason Preston,PG,23,LAC,5,0,44,6,16,.375,2,8,.250,4,8,.500,.438,0,2,.000,1,4,5,8,0,0,4,4,14,prestja01
367,Joshua Primo,SG,20,SAS,4,0,93,9,26,.346,3,12,.250,6,14,.429,.404,7,9,.778,2,11,13,18,1,2,11,8,28,primojo01
368,Taurean Prince,SF,28,MIN,18,0,352,51,103,.495,21,54,.389,30,49,.612,.597,19,22,.864,6,39,45,21,6,4,21,43,142,princta02
369,Payton Pritchard,PG,25,BOS,21,1,221,34,85,.400,17,50,.340,17,35,.486,.500,7,10,.700,11,17,28,25,6,1,15,8,92,pritcpa01
370,Trevelin Queen,PG,25,IND,2,0,20,0,3,.000,0,3,.000,0,0,,.000,0,0,,1,2,3,2,1,1,3,1,0,queentr01
371,Neemias Queta,C,23,SAC,4,0,25,6,8,.750,0,0,,6,8,.750,.750,0,2,.000,4,5,9,1,0,1,1,7,12,quetane01
372,Immanuel Quickley,PG,23,NYK,35,2,860,128,318,.403,50,153,.327,78,165,.473,.481,64,76,.842,18,116,134,111,34,5,46,68,370,quickim01
373,Julius Randle,PF,28,NYK,35,35,1207,276,590,.468,86,252,.341,190,338,.562,.541,176,230,.765,69,268,337,127,25,9,90,108,814,randlju01
374,Austin Reaves,SG,24,LAL,33,10,959,115,223,.516,42,110,.382,73,113,.646,.610,85,94,.904,22,75,97,69,19,14,44,53,357,reaveau01
375,Cam Reddish,SF,23,NYK,20,8,438,61,136,.449,17,56,.304,44,80,.550,.511,29,33,.879,7,24,31,20,15,8,15,32,168,reddica01
376,Davon Reed,SG,27,DEN,23,1,236,18,58,.310,12,34,.353,6,24,.250,.414,11,16,.688,7,27,34,14,8,2,13,27,59,reedda01
377,Paul Reed,C,23,PHI,28,0,280,35,63,.556,0,3,.000,35,60,.583,.556,8,12,.667,33,57,90,12,22,18,17,60,78,reedpa01
378,Naz Reid,C,23,MIN,29,3,508,121,216,.560,29,76,.382,92,140,.657,.627,35,55,.636,26,108,134,29,13,27,35,65,306,reidna01
379,Nick Richards,C,25,CHO,33,0,622,112,182,.615,0,0,,112,182,.615,.615,72,98,.735,96,114,210,21,6,27,28,77,296,richani01
380,Josh Richardson,SG,29,SAS,24,3,554,88,220,.400,42,119,.353,46,101,.455,.495,36,42,.857,13,43,56,68,19,2,40,40,254,richajo01
381,Austin Rivers,SG,30,MIN,25,9,493,48,103,.466,23,58,.397,25,45,.556,.578,22,25,.880,2,43,45,31,13,1,14,42,141,riverau01
382,Duncan Robinson,SF,28,MIA,25,0,456,58,156,.372,42,124,.339,16,32,.500,.506,18,20,.900,6,46,52,31,7,0,18,50,176,robindu01
383,Mitchell Robinson,C,24,NYK,27,26,693,92,125,.736,0,0,,92,125,.736,.736,30,55,.545,117,121,238,26,20,49,16,77,214,robinmi01
384,Orlando Robinson,C,22,MIA,8,0,127,18,35,.514,0,5,.000,18,30,.600,.514,6,8,.750,13,18,31,11,6,4,5,17,42,robinor01
385,Jeremiah Robinson-Earl,PF,22,OKC,26,18,548,85,174,.489,29,76,.382,56,98,.571,.572,22,28,.786,51,78,129,25,19,11,16,49,221,robinje02
386,Isaiah Roby,PF,24,SAS,28,1,309,44,98,.449,14,42,.333,30,56,.536,.520,10,23,.435,12,56,68,31,12,6,17,33,112,robyis01
387,David Roddy,PF,21,MEM,32,1,594,79,197,.401,30,106,.283,49,91,.538,.477,21,33,.636,20,67,87,23,12,10,25,45,209,roddyda01
388,Ryan Rollins,PG,20,GSW,11,0,60,6,19,.316,3,9,.333,3,10,.300,.395,6,6,1.000,2,8,10,6,1,1,16,10,21,rolliry01
389,Derrick Rose,PG,34,NYK,24,0,308,58,145,.400,19,55,.345,39,90,.433,.466,10,10,1.000,8,31,39,44,7,5,21,16,145,rosede01
390,Terrence Ross,SG,31,ORL,32,8,736,100,240,.417,45,129,.349,55,111,.495,.510,12,17,.706,9,56,65,41,20,6,34,43,257,rosste01
391,Terry Rozier,PG,28,CHO,25,25,901,193,492,.392,62,196,.316,131,296,.443,.455,60,71,.845,26,84,110,137,18,5,64,51,508,roziete01
392,D'Angelo Russell,PG,26,MIN,33,33,1081,203,441,.460,77,217,.355,126,224,.563,.548,72,88,.818,18,89,107,214,38,17,95,70,555,russeda01
393,Matt Ryan,SF,25,TOT,19,0,160,18,57,.316,16,43,.372,2,14,.143,.456,4,5,.800,2,15,17,8,3,0,3,15,56,ryanma01
393,Matt Ryan,SF,25,LAL,12,0,129,15,49,.306,13,35,.371,2,14,.143,.439,4,5,.800,2,12,14,4,2,0,3,14,47,ryanma01
393,Matt Ryan,SF,25,MIN,7,0,31,3,8,.375,3,8,.375,0,0,,.563,0,0,,0,3,3,4,1,0,0,1,9,ryanma01
394,Domantas Sabonis,PF,26,SAC,32,32,1079,214,348,.615,16,38,.421,198,310,.639,.638,143,193,.741,93,302,395,214,26,16,78,117,587,sabondo01
395,Dario Šarić,PF,28,PHO,18,3,182,22,62,.355,9,27,.333,13,35,.371,.427,8,10,.800,16,35,51,15,3,2,10,25,61,saricda01
396,Jordan Schakel,SF,24,WAS,2,0,6,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,1,1,0,0,1,3,schakjo01
397,Admiral Schofield,PF,25,ORL,23,0,288,39,81,.481,18,50,.360,21,31,.677,.593,12,13,.923,17,27,44,16,6,3,5,46,108,schofad01
398,Dennis Schröder,PG,29,LAL,21,18,571,77,174,.443,22,63,.349,55,111,.495,.506,45,50,.900,3,42,45,76,9,0,37,45,221,schrode01
399,Dereon Seabron,SG,22,NOP,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,seabrde01
400,Alperen Şengün,C,20,HOU,31,28,827,175,316,.554,5,24,.208,170,292,.582,.562,92,116,.793,102,170,272,79,21,29,65,100,447,sengual01
401,Collin Sexton,SG,24,UTA,30,10,717,146,294,.497,29,75,.387,117,219,.534,.546,108,128,.844,26,43,69,88,18,2,52,71,429,sextoco01
402,Landry Shamet,SG,25,PHO,25,2,488,76,189,.402,52,134,.388,24,55,.436,.540,31,34,.912,8,25,33,50,16,5,22,36,235,shamela01
403,Day'Ron Sharpe,C,21,BRK,18,1,154,24,46,.522,3,4,.750,21,42,.500,.554,12,17,.706,23,35,58,10,3,10,13,30,63,sharpda01
404,Shaedon Sharpe,SG,19,POR,33,5,640,104,224,.464,28,83,.337,76,141,.539,.527,17,27,.630,26,55,81,15,11,6,20,46,253,sharpsh01
405,Pascal Siakam,C,28,TOR,24,24,882,225,462,.487,34,101,.337,191,361,.529,.524,154,199,.774,43,162,205,163,24,11,59,75,638,siakapa01
406,Ben Simmons,PG,26,BRK,25,20,684,95,157,.605,0,1,.000,95,156,.609,.605,18,41,.439,28,141,169,150,34,13,55,87,208,simmobe01
407,Marko Simonovic,C,23,CHI,1,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,simonma01
408,Anfernee Simons,SG,23,POR,32,32,1150,254,579,.439,124,324,.383,130,255,.510,.546,85,95,.895,9,82,91,131,26,7,70,81,717,simonan01
409,Jericho Sims,C,24,NYK,27,2,339,47,60,.783,0,0,,47,60,.783,.783,8,10,.800,51,66,117,8,6,16,11,48,102,simsje01
410,Marcus Smart,PG,28,BOS,31,31,1025,125,290,.431,57,164,.348,68,126,.540,.529,43,55,.782,20,82,102,227,42,11,69,87,350,smartma01
411,Dennis Smith Jr.,PG,25,CHO,15,11,419,62,134,.463,10,30,.333,52,104,.500,.500,6,12,.500,9,40,49,85,27,10,23,34,140,smithde03
412,Dru Smith,SG,25,MIA,5,1,67,5,14,.357,1,6,.167,4,8,.500,.393,0,0,,1,8,9,5,4,3,1,10,11,smithdr01
413,Ish Smith,PG,34,DEN,15,0,144,20,50,.400,2,6,.333,18,44,.409,.420,1,2,.500,1,14,15,30,4,6,15,11,43,smithis01
414,Jabari Smith Jr.,PF,19,HOU,33,33,1001,139,363,.383,65,193,.337,74,170,.435,.472,55,66,.833,43,196,239,28,16,33,45,102,398,smithja05
415,Jalen Smith,PF,22,IND,34,27,714,128,287,.446,35,126,.278,93,161,.578,.507,54,70,.771,57,159,216,35,11,34,42,74,345,smithja04
416,Jeremy Sochan,PF,19,SAS,28,25,694,103,225,.458,11,58,.190,92,167,.551,.482,22,41,.537,44,88,132,69,22,15,42,71,239,sochaje01
417,Jaden Springer,PG,20,PHI,4,0,11,2,5,.400,0,0,,2,5,.400,.400,1,2,.500,1,2,3,0,0,2,1,2,5,sprinja01
418,Lamar Stevens,PF,25,CLE,19,15,442,50,115,.435,13,39,.333,37,76,.487,.491,17,24,.708,13,62,75,11,9,7,13,27,130,stevela01
419,Isaiah Stewart,C,21,DET,30,30,845,119,255,.467,47,126,.373,72,129,.558,.559,66,89,.742,62,173,235,35,10,22,39,81,351,stewais01
420,Max Strus,SF,26,MIA,33,19,1006,153,384,.398,88,267,.330,65,117,.556,.513,31,38,.816,17,95,112,60,24,8,30,68,425,strusma01
421,Jalen Suggs,PG,21,ORL,14,13,405,65,155,.419,20,68,.294,45,87,.517,.484,23,35,.657,15,31,46,76,22,9,47,44,173,suggsja01
422,Edmond Sumner,SG,27,BRK,30,9,446,72,161,.447,16,56,.286,56,105,.533,.497,52,56,.929,10,34,44,45,26,6,30,48,212,sumneed01
423,Cole Swider,SF,23,LAL,1,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,1,0,0,0,0,0,swideco01
424,Jae'Sean Tate,SF,27,HOU,3,2,68,10,20,.500,2,5,.400,8,15,.533,.550,3,4,.750,8,5,13,10,3,0,5,15,25,tateja01
425,Jayson Tatum,PF,24,BOS,33,33,1220,337,707,.477,110,308,.357,227,399,.569,.554,242,279,.867,37,229,266,136,39,29,88,71,1026,tatumja01
426,Terry Taylor,SG,23,IND,18,2,138,13,34,.382,2,10,.200,11,24,.458,.412,4,5,.800,11,13,24,6,2,4,4,13,32,taylote01
427,Garrett Temple,SG,36,NOP,12,0,97,10,26,.385,6,16,.375,4,10,.400,.500,3,4,.750,2,7,9,5,8,1,3,9,29,templga01
428,Dalen Terry,SG,20,CHI,14,0,52,4,13,.308,1,4,.250,3,9,.333,.346,3,4,.750,0,4,4,7,1,2,4,4,12,terryda01
429,Cam Thomas,SG,21,BRK,25,0,352,53,132,.402,11,30,.367,42,102,.412,.443,47,60,.783,3,29,32,35,9,3,19,22,164,thomaca02
430,Klay Thompson,SG,32,GSW,28,28,880,188,473,.397,103,275,.375,85,198,.429,.506,44,50,.880,17,90,107,70,19,13,49,54,523,thompkl01
431,JT Thor,PF,20,CHO,22,0,227,19,54,.352,5,28,.179,14,26,.538,.398,11,15,.733,11,27,38,12,6,5,12,15,54,thorjt01
432,Matisse Thybulle,SG,25,PHI,29,5,327,26,64,.406,11,36,.306,15,28,.536,.492,3,6,.500,8,24,32,12,22,7,5,34,66,thybuma01
433,Xavier Tillman Sr.,PF,24,MEM,18,0,176,31,48,.646,3,7,.429,28,41,.683,.677,6,16,.375,20,22,42,8,6,7,8,16,71,tillmxa01
434,Isaiah Todd,PF,21,WAS,4,0,13,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,0,0,0,0,0,0,0,0,2,toddis01
435,Obi Toppin,PF,24,NYK,25,0,428,72,171,.421,34,97,.351,38,74,.514,.520,14,17,.824,14,80,94,26,10,5,19,28,192,toppiob01
436,Juan Toscano-Anderson,SF,29,LAL,15,1,159,12,29,.414,2,11,.182,10,18,.556,.448,5,7,.714,4,28,32,11,3,3,9,20,31,toscaju01
437,Karl-Anthony Towns,PF,27,MIN,21,21,709,153,303,.505,38,117,.325,115,186,.618,.568,92,104,.885,35,137,172,111,16,14,65,82,436,townska01
438,Gary Trent Jr.,SG,24,TOR,27,18,833,159,366,.434,61,178,.343,98,188,.521,.518,72,92,.783,13,41,54,38,42,4,31,42,451,trentga02
439,P.J. Tucker,PF,37,PHI,33,33,927,41,98,.418,21,55,.382,20,43,.465,.526,10,12,.833,44,99,143,29,20,9,28,85,113,tuckepj01
440,Myles Turner,C,26,IND,29,29,843,165,304,.543,45,111,.405,120,193,.622,.617,95,125,.760,40,187,227,41,18,59,49,100,470,turnemy01
441,Jonas Valančiūnas,C,30,NOP,34,34,824,183,351,.521,22,64,.344,161,287,.561,.553,82,97,.845,100,220,320,63,12,12,66,97,470,valanjo01
442,Jarred Vanderbilt,PF,23,UTA,35,33,876,121,213,.568,15,40,.375,106,173,.613,.603,37,54,.685,87,194,281,97,41,9,52,95,294,vandeja01
443,Fred VanVleet,PG,28,TOR,28,28,1027,166,435,.382,78,236,.331,88,199,.442,.471,107,122,.877,13,95,108,170,46,15,52,75,517,vanvlfr01
444,Devin Vassell,SG,22,SAS,28,23,881,201,450,.447,79,196,.403,122,254,.480,.534,68,85,.800,6,107,113,101,35,12,44,42,549,vassede01
445,Gabe Vincent,PG,26,MIA,21,1,520,70,174,.402,30,100,.300,40,74,.541,.489,21,25,.840,8,35,43,58,18,2,27,54,191,vincega01
446,Noah Vonleh,C,27,BOS,21,1,163,11,24,.458,1,4,.250,10,20,.500,.479,2,2,1.000,17,29,46,6,2,8,11,34,25,vonleno01
447,Nikola Vučević,C,32,CHI,34,34,1113,225,445,.506,59,157,.376,166,288,.576,.572,58,68,.853,68,283,351,102,21,27,65,71,567,vucevni01
448,Dean Wade,PF,26,CLE,17,9,409,38,84,.452,23,56,.411,15,28,.536,.589,9,13,.692,10,59,69,17,12,6,7,42,108,wadede01
449,Franz Wagner,SF,21,ORL,36,36,1195,254,531,.478,55,159,.346,199,372,.535,.530,145,166,.873,34,111,145,123,28,9,81,82,708,wagnefr01
450,Moritz Wagner,C,25,ORL,18,14,458,76,154,.494,18,61,.295,58,93,.624,.552,54,60,.900,34,85,119,39,16,5,29,55,224,wagnemo01
451,Ish Wainright,SF,28,PHO,19,1,260,21,57,.368,15,42,.357,6,15,.400,.500,4,7,.571,22,20,42,18,10,5,5,33,61,wainris01
452,Jabari Walker,SF,20,POR,18,0,131,12,32,.375,3,11,.273,9,21,.429,.422,4,6,.667,9,23,32,10,1,3,5,15,31,walkeja01
453,Kemba Walker,PG,32,DAL,6,1,124,21,51,.412,6,25,.240,15,26,.577,.471,17,21,.810,3,13,16,17,0,2,4,10,65,walkeke02
454,Lonnie Walker IV,SG,24,LAL,32,32,953,170,374,.455,66,172,.384,104,202,.515,.543,63,72,.875,11,64,75,45,24,11,31,53,469,walkelo01
455,John Wall,PG,32,LAC,27,3,610,115,280,.411,27,94,.287,88,186,.473,.459,68,101,.673,12,62,74,147,23,9,67,43,325,walljo01
456,T.J. Warren,SF,29,BRK,11,0,208,45,84,.536,7,19,.368,38,65,.585,.577,8,9,.889,11,25,36,19,8,3,6,19,105,warretj01
457,Duane Washington Jr.,SG,22,PHO,19,0,208,52,133,.391,21,61,.344,31,72,.431,.470,4,9,.444,1,19,20,29,3,1,12,10,129,washidu02
458,P.J. Washington,PF,24,CHO,34,34,1082,187,449,.416,63,187,.337,124,262,.473,.487,67,84,.798,37,128,165,77,26,37,52,87,504,washipj01
459,TyTy Washington Jr.,PG,21,HOU,8,0,80,14,33,.424,3,14,.214,11,19,.579,.470,1,2,.500,1,12,13,13,4,0,1,6,32,washity02
460,Yuta Watanabe,SF,28,BRK,22,0,430,64,115,.557,34,65,.523,30,50,.600,.704,11,15,.733,15,48,63,21,8,10,8,36,173,watanyu01
461,Lindy Waters III,SG,25,OKC,10,0,125,12,33,.364,11,31,.355,1,2,.500,.530,1,1,1.000,3,12,15,7,4,0,3,10,36,waterli01
462,Trendon Watford,PF,22,POR,25,2,434,49,86,.570,7,19,.368,42,67,.627,.610,30,39,.769,19,81,100,44,13,3,24,47,135,watfotr01
463,Peyton Watson,SG,20,DEN,6,0,15,3,9,.333,0,1,.000,3,8,.375,.333,0,0,,2,1,3,0,0,0,0,1,6,watsope01
464,Blake Wesley,SG,19,SAS,2,0,23,6,9,.667,2,3,.667,4,6,.667,.778,2,4,.500,1,1,2,4,0,0,2,3,16,weslebl01
465,Russell Westbrook,PG,34,LAL,32,3,898,173,425,.407,36,126,.286,137,299,.458,.449,87,129,.674,36,164,200,246,31,16,110,76,469,westbru01
466,Coby White,PG,22,CHI,26,0,529,72,175,.411,41,118,.347,31,57,.544,.529,22,28,.786,4,57,61,48,17,4,23,44,207,whiteco01
467,Derrick White,SG,28,BOS,35,28,912,115,262,.439,52,140,.371,63,122,.516,.538,62,72,.861,22,87,109,109,29,28,34,82,344,whitede01
468,Jack White,SF,25,DEN,8,0,26,1,6,.167,0,2,.000,1,4,.250,.167,0,0,,2,3,5,0,1,2,0,4,2,whiteja03
469,Aaron Wiggins,SG,24,OKC,26,6,492,63,133,.474,18,48,.375,45,85,.529,.541,27,34,.794,28,69,97,38,15,4,24,42,171,wiggiaa01
470,Andrew Wiggins,SF,27,GSW,22,22,722,163,319,.511,67,149,.450,96,170,.565,.616,27,43,.628,34,79,113,48,30,17,30,64,420,wiggian01
471,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0,willial06
472,Grant Williams,PF,24,BOS,34,14,949,108,210,.514,57,130,.438,51,80,.638,.650,40,48,.833,35,120,155,56,27,11,31,87,313,willigr01
473,Jalen Williams,SG,21,OKC,30,17,822,134,263,.510,20,74,.270,114,189,.603,.548,45,60,.750,21,88,109,82,18,13,49,77,333,willija06
474,Jaylin Williams,PF,20,OKC,7,0,61,8,18,.444,1,5,.200,7,13,.538,.472,4,6,.667,6,10,16,7,3,0,2,10,21,willija07
475,Kenrich Williams,PF,28,OKC,26,3,560,78,147,.531,20,52,.385,58,95,.611,.599,10,22,.455,44,65,109,40,18,4,11,52,186,willike04
476,Mark Williams,C,21,CHO,5,0,47,10,16,.625,0,0,,10,16,.625,.625,6,7,.857,5,11,16,2,3,2,3,9,26,willima07
477,Patrick Williams,PF,21,CHI,34,33,970,123,272,.452,45,111,.405,78,161,.484,.535,32,35,.914,34,105,139,46,21,34,47,70,323,willipa01
478,Robert Williams,C,25,BOS,5,0,92,17,22,.773,0,0,,17,22,.773,.773,4,6,.667,17,22,39,6,2,6,4,9,38,williro04
479,Vince Williams Jr.,SG,22,MEM,6,0,40,3,11,.273,1,8,.125,2,3,.667,.318,0,0,,1,4,5,2,4,1,0,5,7,willivi01
480,Ziaire Williams,SF,21,MEM,9,0,164,18,52,.346,3,26,.115,15,26,.577,.375,2,2,1.000,2,29,31,14,5,2,11,18,41,willizi02
481,Zion Williamson,PF,22,NOP,26,26,869,256,422,.607,7,19,.368,249,403,.618,.615,153,214,.715,53,129,182,123,32,16,82,58,672,willizi01
482,Justise Winslow,SF,26,POR,29,11,776,81,198,.409,14,45,.311,67,153,.438,.444,20,28,.714,49,96,145,98,30,11,43,89,196,winslju01
483,James Wiseman,C,21,GSW,19,0,241,53,87,.609,1,2,.500,52,85,.612,.615,23,35,.657,18,51,69,14,2,7,14,37,130,wisemja01
484,Christian Wood,PF,27,DAL,32,7,896,205,381,.538,52,137,.380,153,244,.627,.606,94,132,.712,37,220,257,48,17,30,72,89,556,woodch01
485,Delon Wright,PG,30,WAS,7,0,139,13,33,.394,4,17,.235,9,16,.563,.455,8,11,.727,4,8,12,25,18,4,6,9,38,wrighde01
486,McKinley Wright IV,PG,24,DAL,5,0,37,4,10,.400,0,2,.000,4,8,.500,.400,0,1,.000,4,3,7,6,4,1,4,6,8,wrighmc01
487,Thaddeus Young,PF,34,TOR,31,9,534,69,127,.543,4,22,.182,65,105,.619,.559,14,18,.778,53,62,115,53,32,3,24,60,156,youngth01
488,Trae Young,PG,24,ATL,31,31,1103,268,648,.414,71,225,.316,197,423,.466,.468,240,268,.896,22,66,88,308,23,5,117,43,847,youngtr01
489,Ivica Zubac,C,25,LAC,34,34,1015,135,217,.622,0,1,.000,135,216,.625,.622,78,113,.690,119,256,375,38,13,51,72,104,348,zubaciv01
