Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
508,Javonte Smart,PG,22,TOT,17,1,200,19,60,.317,8,27,.296,11,33,.333,.383,5,6,.833,5,19,24,16,6,3,11,12,51,smartja01
508,Javonte Smart,PG,22,MIL,13,1,160,11,43,.256,4,18,.222,7,25,.280,.302,5,6,.833,4,15,19,14,4,2,9,11,31,smartja01
508,Javonte Smart,PG,22,MIA,4,0,40,8,17,.471,4,9,.444,4,8,.500,.588,0,0,,1,4,5,2,2,1,2,1,20,smartja01
509,Marcus Smart,PG,27,BOS,71,71,2296,300,718,.418,119,360,.331,181,358,.506,.501,142,179,.793,42,228,270,417,119,18,159,160,861,smartma01
510,Dennis Smith Jr.,PG,24,POR,37,4,638,79,189,.418,6,27,.222,73,162,.451,.434,42,64,.656,20,68,88,132,45,12,51,52,206,smithde03
511,Ish Smith,PG,33,TOT,65,1,1126,185,430,.430,25,67,.373,160,363,.441,.459,15,24,.625,25,115,140,244,47,23,78,78,410,smithis01
511,Ish Smith,PG,33,CHO,37,1,511,73,185,.395,10,25,.400,63,160,.394,.422,12,19,.632,11,46,57,98,20,10,36,34,168,smithis01
511,Ish Smith,PG,33,WAS,28,0,615,112,245,.457,15,42,.357,97,203,.478,.488,3,5,.600,14,69,83,146,27,13,42,44,242,smithis01
512,Jalen Smith,PF,21,TOT,51,8,925,176,350,.503,40,122,.328,136,228,.596,.560,78,102,.765,101,206,307,24,15,41,42,96,470,smithja04
512,Jalen Smith,PF,21,PHO,29,4,382,63,137,.460,9,39,.231,54,98,.551,.493,40,52,.769,55,84,139,6,6,18,22,52,175,smithja04
512,Jalen Smith,PF,21,IND,22,4,543,113,213,.531,31,83,.373,82,130,.631,.603,38,50,.760,46,122,168,18,9,23,20,44,295,smithja04
513,Xavier Sneed,SF,24,TOT,9,0,39,2,10,.200,1,8,.125,1,2,.500,.250,0,0,,2,4,6,1,0,0,0,2,5,sneedxa01
513,Xavier Sneed,SF,24,MEM,2,0,8,0,2,.000,0,2,.000,0,0,,.000,0,0,,1,1,2,0,0,0,0,2,0,sneedxa01
513,Xavier Sneed,SF,24,UTA,7,0,31,2,8,.250,1,6,.167,1,2,.500,.313,0,0,,1,3,4,1,0,0,0,0,5,sneedxa01
514,Tony Snell,SG,30,TOT,53,12,823,69,171,.404,45,128,.352,24,43,.558,.535,4,4,1.000,16,87,103,28,16,9,19,70,187,snellto01
514,Tony Snell,SG,30,POR,38,10,546,36,97,.371,24,75,.320,12,22,.545,.495,3,3,1.000,11,61,72,20,8,7,11,44,99,snellto01
514,Tony Snell,SG,30,NOP,15,2,277,33,74,.446,21,53,.396,12,21,.571,.588,1,1,1.000,5,26,31,8,8,2,8,26,88,snellto01
515,Jaden Springer,SG,19,PHI,2,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,2,1,0,2,sprinja01
516,Cassius Stanley,SG,22,DET,9,1,155,19,46,.413,4,17,.235,15,29,.517,.457,10,10,1.000,5,14,19,4,5,2,6,17,52,stanlca01
517,Nik Stauskas,SG,28,TOT,8,0,39,5,14,.357,4,10,.400,1,4,.250,.500,4,6,.667,1,2,3,2,0,0,1,1,18,stausni01
517,Nik Stauskas,SG,28,MIA,2,0,24,3,8,.375,2,4,.500,1,4,.250,.500,3,4,.750,1,2,3,1,0,0,0,1,11,stausni01
517,Nik Stauskas,SG,28,BOS,6,0,15,2,6,.333,2,6,.333,0,0,,.500,1,2,.500,0,0,0,1,0,0,1,0,7,stausni01
518,Lance Stephenson,PG-SG,31,TOT,46,1,814,147,323,.455,27,90,.300,120,233,.515,.497,63,80,.788,12,115,127,165,24,4,72,96,384,stephla01
518,Lance Stephenson,SG,31,ATL,6,0,70,5,13,.385,0,3,.000,5,10,.500,.385,1,2,.500,1,14,15,11,0,0,4,8,11,stephla01
518,Lance Stephenson,PG,31,IND,40,1,744,142,310,.458,27,87,.310,115,223,.516,.502,62,78,.795,11,101,112,154,24,4,68,88,373,stephla01
519,Lamar Stevens,PF,24,CLE,63,13,1015,156,319,.489,18,65,.277,138,254,.543,.517,53,75,.707,47,117,164,44,31,18,41,106,383,stevela01
520,Isaiah Stewart,C,20,DET,71,71,1816,250,490,.510,15,46,.326,235,444,.529,.526,74,103,.718,226,391,617,82,22,78,85,211,589,stewais01
521,Max Strus,SF,25,MIA,68,16,1587,249,564,.441,181,442,.410,68,122,.557,.602,42,53,.792,24,178,202,92,28,16,57,116,721,strusma01
522,Jalen Suggs,PG,20,ORL,48,45,1307,198,548,.361,42,196,.214,156,352,.443,.400,126,163,.773,26,145,171,209,59,19,143,142,564,suggsja01
523,Craig Sword,SG,28,WAS,3,0,19,3,4,.750,0,1,.000,3,3,1.000,.750,0,0,,0,0,0,1,4,0,1,7,6,swordcr01
524,Keifer Sykes,PG,28,IND,32,11,566,69,190,.363,27,90,.300,42,100,.420,.434,15,17,.882,8,37,45,62,12,4,33,51,180,sykeske01
525,Jae'Sean Tate,PF,26,HOU,78,77,2056,363,729,.498,63,202,.312,300,527,.569,.541,130,184,.707,135,285,420,222,72,41,139,286,919,tateja01
526,Jayson Tatum,SF,23,BOS,76,76,2731,708,1564,.453,230,651,.353,478,913,.524,.526,400,469,.853,85,524,609,334,75,49,217,174,2046,tatumja01
527,Terry Taylor,SG,22,IND,33,7,714,135,220,.614,12,38,.316,123,182,.676,.641,36,51,.706,95,77,172,41,14,8,23,61,318,taylote01
528,Garrett Temple,SG,35,NOP,59,16,1098,111,295,.376,59,185,.319,52,110,.473,.476,28,41,.683,29,114,143,74,43,23,42,81,309,templga01
529,Emanuel Terry,PF,25,PHO,3,0,18,0,5,.000,0,0,,0,5,.000,.000,0,0,,8,7,15,2,1,0,5,4,0,terryem01
530,Tyrell Terry,PG,21,MEM,2,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,1,2,terryty01
531,Jon Teske,C,24,MEM,3,0,8,0,1,.000,0,0,,0,1,.000,.000,0,2,.000,0,2,2,1,1,0,0,1,0,teskejo01
532,Daniel Theis,C,29,TOT,47,27,977,151,291,.519,33,107,.308,118,184,.641,.576,49,72,.681,59,169,228,41,20,31,46,111,384,theisda01
532,Daniel Theis,C,29,HOU,26,21,584,84,179,.469,23,79,.291,61,100,.610,.534,27,40,.675,32,98,130,20,11,17,31,62,218,theisda01
532,Daniel Theis,C,29,BOS,21,6,393,67,112,.598,10,28,.357,57,84,.679,.643,22,32,.688,27,71,98,21,9,14,15,49,166,theisda01
533,Brodric Thomas,SG,25,BOS,12,0,60,8,18,.444,2,9,.222,6,9,.667,.500,3,5,.600,2,8,10,11,1,1,6,7,21,thomabr01
534,Cam Thomas,SG,20,BRK,67,2,1176,218,503,.433,47,174,.270,171,329,.520,.480,87,105,.829,16,145,161,78,33,8,55,66,570,thomaca02
535,Isaiah Thomas,PG,32,TOT,22,1,333,67,167,.401,28,83,.337,39,84,.464,.485,22,26,.846,4,25,29,34,7,5,15,34,184,thomais02
535,Isaiah Thomas,PG,32,LAL,4,1,101,12,39,.308,5,22,.227,7,17,.412,.372,8,11,.727,1,7,8,6,0,2,5,12,37,thomais02
535,Isaiah Thomas,PG,32,DAL,1,0,13,3,8,.375,0,3,.000,3,5,.600,.375,0,0,,0,0,0,4,0,0,0,0,6,thomais02
535,Isaiah Thomas,PG,32,CHO,17,0,219,52,120,.433,23,58,.397,29,62,.468,.529,14,15,.933,3,18,21,24,7,3,10,22,141,thomais02
536,Matt Thomas,SG,27,CHI,40,0,459,55,134,.410,35,91,.385,20,43,.465,.541,16,20,.800,3,47,50,20,8,3,8,18,161,thomama02
537,Klay Thompson,SG,31,GSW,32,32,941,246,573,.429,114,296,.385,132,277,.477,.529,46,51,.902,15,110,125,88,16,17,43,54,652,thompkl01
538,Tristan Thompson,PF,30,TOT,57,6,897,141,267,.528,1,3,.333,140,264,.530,.530,61,116,.526,120,168,288,34,23,21,45,98,344,thomptr01
538,Tristan Thompson,PF,30,SAC,30,3,455,76,151,.503,1,1,1.000,75,150,.500,.507,32,60,.533,72,89,161,18,11,12,29,52,185,thomptr01
538,Tristan Thompson,PF,30,IND,4,0,66,13,24,.542,0,0,,13,24,.542,.542,3,8,.375,7,11,18,2,0,2,4,7,29,thomptr01
538,Tristan Thompson,PF,30,CHI,23,3,376,52,92,.565,0,2,.000,52,90,.578,.565,26,48,.542,41,68,109,14,12,7,12,39,130,thomptr01
539,JT Thor,PF,19,CHO,33,0,262,24,55,.436,7,27,.259,17,28,.607,.500,12,20,.600,11,32,43,19,8,11,10,26,67,thorjt01
540,Matisse Thybulle,SG,24,PHI,66,50,1685,150,300,.500,45,144,.313,105,156,.673,.575,34,43,.791,42,109,151,75,115,71,39,158,379,thybuma01
541,Killian Tillie,C,23,MEM,36,3,461,43,127,.339,27,86,.314,16,41,.390,.445,5,8,.625,21,39,60,22,23,15,13,58,118,tilliki02
542,Xavier Tillman Sr.,PF,23,MEM,53,2,701,98,216,.454,10,49,.204,88,167,.527,.477,46,71,.648,66,95,161,62,49,15,34,63,252,tillmxa01
543,Isaiah Todd,PF,20,WAS,12,0,74,7,26,.269,4,16,.250,3,10,.300,.346,2,6,.333,3,9,12,4,4,2,4,4,20,toddis01
544,Obi Toppin,PF,23,NYK,72,10,1230,251,473,.531,52,169,.308,199,304,.655,.586,94,124,.758,69,199,268,77,25,33,56,102,648,toppiob01
545,Juan Toscano-Anderson,SF,28,GSW,73,6,994,115,235,.489,28,87,.322,87,148,.588,.549,40,70,.571,28,148,176,127,48,17,68,115,298,toscaju01
546,Karl-Anthony Towns,C,26,MIN,74,74,2476,642,1214,.529,150,366,.410,492,848,.580,.591,384,467,.822,194,533,727,269,72,83,226,267,1818,townska01
547,Gary Trent Jr.,SG,23,TOR,70,69,2448,450,1086,.414,209,545,.383,241,541,.445,.511,174,204,.853,26,165,191,141,122,19,73,144,1283,trentga02
548,P.J. Tucker,PF,36,MIA,71,70,1981,207,428,.484,80,193,.415,127,235,.540,.577,45,61,.738,100,287,387,149,58,15,66,161,539,tuckepj01
549,Rayjon Tucker,SG,24,TOT,5,0,71,6,9,.667,4,5,.800,2,4,.500,.889,5,7,.714,3,5,8,10,4,0,1,5,21,tuckera01
549,Rayjon Tucker,SG,24,DEN,3,0,29,1,2,.500,1,2,.500,0,0,,.750,3,4,.750,1,3,4,4,1,0,0,3,6,tuckera01
549,Rayjon Tucker,SG,24,MIL,2,0,42,5,7,.714,3,3,1.000,2,4,.500,.929,2,3,.667,2,2,4,6,3,0,1,2,15,tuckera01
550,Myles Turner,C,25,IND,42,42,1235,200,393,.509,61,183,.333,139,210,.662,.587,79,105,.752,65,232,297,44,28,118,54,119,540,turnemy01
551,Jonas Valančiūnas,C,29,NOP,74,74,2240,510,938,.544,57,158,.361,453,780,.581,.574,237,289,.820,226,617,843,190,41,60,179,247,1314,valanjo01
552,Denzel Valentine,SG,28,TOT,24,0,222,25,66,.379,19,47,.404,6,19,.316,.523,0,0,,9,33,42,11,8,0,12,20,69,valende01
552,Denzel Valentine,SG,28,CLE,22,0,204,23,62,.371,18,44,.409,5,18,.278,.516,0,0,,9,29,38,11,7,0,10,17,64,valende01
552,Denzel Valentine,SG,28,UTA,2,0,18,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,4,4,0,1,0,2,3,5,valende01
553,Jarred Vanderbilt,PF,22,MIN,74,67,1880,212,361,.587,2,14,.143,210,347,.605,.590,86,131,.656,215,409,624,94,99,46,73,181,512,vandeja01
554,Fred VanVleet,PG,27,TOR,65,65,2462,442,1097,.403,242,642,.377,200,455,.440,.513,194,222,.874,44,245,289,434,111,35,170,162,1320,vanvlfr01
555,Devin Vassell,SF,21,SAS,71,32,1937,326,764,.427,137,380,.361,189,384,.492,.516,83,99,.838,44,262,306,136,76,41,58,143,872,vassede01
556,Gabe Vincent,PG,25,MIA,68,27,1589,214,513,.417,119,323,.368,95,190,.500,.533,44,54,.815,22,104,126,210,62,12,98,158,591,vincega01
557,Nikola Vučević,C,31,CHI,73,73,2418,546,1154,.473,104,331,.314,442,823,.537,.518,92,121,.760,142,662,804,236,70,71,136,181,1288,vucevni01
558,Dean Wade,PF,25,CLE,51,28,980,99,217,.456,51,142,.359,48,75,.640,.574,20,30,.667,31,119,150,52,29,7,16,88,269,wadede01
559,Franz Wagner,SF,20,ORL,79,79,2429,456,975,.468,96,271,.354,360,704,.511,.517,189,219,.863,84,272,356,231,68,34,119,164,1197,wagnefr01
560,Moritz Wagner,C,24,ORL,63,3,960,197,396,.497,66,201,.328,131,195,.672,.581,104,129,.806,42,190,232,87,20,13,56,123,564,wagnemo01
561,Ish Wainright,PF,27,PHO,45,0,359,41,104,.394,19,59,.322,22,45,.489,.486,7,12,.583,27,27,54,15,20,6,13,49,108,wainris01
562,Kemba Walker,PG,31,NYK,37,37,948,149,370,.403,73,199,.367,76,171,.444,.501,60,71,.845,14,97,111,131,26,7,48,37,431,walkeke02
563,Lonnie Walker IV,SG,23,SAS,70,6,1612,311,764,.407,111,353,.314,200,411,.487,.480,116,148,.784,18,163,181,152,44,19,71,98,849,walkelo01
564,M.J. Walker,SG,23,PHO,2,0,8,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,1,1,1,2,0,0,1,0,walkemj01
565,Tyrone Wallace,SG,27,NOP,6,0,75,7,20,.350,2,8,.250,5,12,.417,.400,1,5,.200,0,8,8,1,3,1,2,7,17,wallaty01
566,Derrick Walton,PG,26,DET,3,3,108,6,26,.231,3,13,.231,3,13,.231,.288,4,4,1.000,2,8,10,21,7,4,11,8,19,waltode01
567,Brad Wanamaker,PG,32,TOT,23,2,320,28,77,.364,4,17,.235,24,60,.400,.390,23,25,.920,6,33,39,55,7,6,23,45,83,wanambr01
567,Brad Wanamaker,PG,32,IND,22,1,293,26,72,.361,4,17,.235,22,55,.400,.389,20,22,.909,6,29,35,48,5,6,23,42,76,wanambr01
567,Brad Wanamaker,PG,32,WAS,1,1,27,2,5,.400,0,0,,2,5,.400,.400,3,3,1.000,0,4,4,7,2,0,0,3,7,wanambr01
568,Duane Washington Jr.,PG,21,IND,48,7,968,173,427,.405,81,215,.377,92,212,.434,.500,46,61,.754,4,79,83,85,26,3,57,66,473,washidu02
569,P.J. Washington,C,23,CHO,65,28,1768,250,532,.470,110,301,.365,140,231,.606,.573,58,81,.716,82,255,337,147,57,61,82,152,668,washipj01
570,Yuta Watanabe,SF,27,TOR,38,4,445,56,138,.406,27,79,.342,29,59,.492,.504,24,40,.600,18,74,92,21,11,16,19,38,163,watanyu01
571,Lindy Waters III,SG,24,OKC,25,1,465,71,175,.406,53,146,.363,18,29,.621,.557,4,5,.800,6,67,73,24,19,8,11,31,199,waterli01
572,Tremont Waters,PG,24,TOT,3,0,50,4,14,.286,2,9,.222,2,5,.400,.357,0,0,,0,4,4,7,5,0,4,4,10,watertr01
572,Tremont Waters,PG,24,TOR,2,0,42,3,12,.250,2,9,.222,1,3,.333,.333,0,0,,0,4,4,7,4,0,4,2,8,watertr01
572,Tremont Waters,PG,24,WAS,1,0,8,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,1,0,0,2,2,watertr01
573,Trendon Watford,SF,21,POR,48,10,869,142,267,.532,9,38,.237,133,229,.581,.549,71,94,.755,57,142,199,81,25,28,44,116,364,watfotr01
574,Paul Watson,SF,27,OKC,9,3,156,12,35,.343,6,26,.231,6,9,.667,.429,1,2,.500,3,24,27,8,3,3,4,10,31,watsopa01
575,Quinndary Weatherspoon,SG,25,GSW,11,0,73,12,21,.571,1,5,.200,11,16,.688,.595,5,5,1.000,2,12,14,5,1,1,3,15,30,weathqu01
576,Russell Westbrook,PG,33,LAL,78,78,2678,548,1233,.444,79,265,.298,469,968,.485,.476,266,399,.667,110,470,580,550,75,20,295,235,1441,westbru01
577,Coby White,PG,21,CHI,61,17,1675,279,644,.433,136,353,.385,143,291,.491,.539,78,91,.857,17,165,182,176,29,11,70,137,772,whiteco01
578,Derrick White,SG,27,TOT,75,52,2199,337,800,.421,115,369,.312,222,431,.515,.493,203,235,.864,38,223,261,366,64,58,119,172,992,whitede01
578,Derrick White,SG,27,SAS,49,48,1486,243,570,.426,81,258,.314,162,312,.519,.497,139,160,.869,25,148,173,274,49,42,87,116,706,whitede01
578,Derrick White,SG,27,BOS,26,4,713,94,230,.409,34,111,.306,60,119,.504,.483,64,75,.853,13,75,88,92,15,16,32,56,286,whitede01
579,Hassan Whiteside,C,32,UTA,65,8,1162,215,330,.652,0,0,,215,330,.652,.652,104,167,.623,166,328,494,26,22,103,53,179,534,whiteha01
580,Joe Wieskamp,SG,22,SAS,29,0,205,20,56,.357,14,43,.326,6,13,.462,.482,7,13,.538,4,10,14,9,4,3,2,14,61,wieskjo01
581,Aaron Wiggins,SG,23,OKC,50,35,1209,156,337,.463,42,138,.304,114,199,.573,.525,62,85,.729,51,127,178,68,30,10,54,93,416,wiggiaa01
582,Andrew Wiggins,SF,26,GSW,73,73,2329,475,1019,.466,157,399,.393,318,620,.513,.543,149,235,.634,85,240,325,161,76,51,111,158,1256,wiggian01
583,Lindell Wigginton,PG,23,MIL,19,0,199,26,61,.426,9,26,.346,17,35,.486,.500,19,35,.543,3,22,25,23,5,1,12,17,80,wiggili01
584,Brandon Williams,PG,22,POR,24,16,640,105,282,.372,31,106,.292,74,176,.420,.427,68,97,.701,19,55,74,94,24,10,58,52,309,willibr03
585,Grant Williams,PF,23,BOS,77,21,1875,205,432,.475,106,258,.411,99,174,.569,.597,86,95,.905,64,210,274,78,38,57,62,186,602,willigr01
586,Kenrich Williams,SF,27,OKC,49,0,1072,146,317,.461,41,121,.339,105,196,.536,.525,30,55,.545,75,145,220,108,44,10,46,81,363,willike04
587,Lou Williams,PG,35,ATL,56,0,799,125,320,.391,37,102,.363,88,218,.404,.448,67,78,.859,16,71,87,105,28,3,43,48,354,willilo02
588,Patrick Williams,PF,20,CHI,17,9,422,54,102,.529,15,29,.517,39,73,.534,.603,30,41,.732,17,52,69,15,9,9,16,28,153,willipa01
589,Robert Williams,C,24,BOS,61,61,1804,271,368,.736,0,1,.000,271,367,.738,.736,65,90,.722,238,350,588,121,56,134,63,137,607,williro04
590,Ziaire Williams,SF,20,MEM,62,31,1346,191,424,.450,76,242,.314,115,182,.632,.540,43,55,.782,26,103,129,65,35,12,41,113,501,willizi02
591,D.J. Wilson,PF,25,TOR,4,1,54,11,15,.733,0,2,.000,11,13,.846,.733,8,10,.800,1,15,16,5,5,1,2,6,30,wilsodj01
592,Dylan Windler,SF,25,CLE,50,0,459,37,98,.378,21,70,.300,16,28,.571,.485,15,18,.833,21,68,89,34,14,3,16,47,110,windldy01
593,Justise Winslow,PF,25,TOT,48,11,774,110,257,.428,15,66,.227,95,191,.497,.457,39,66,.591,50,152,202,84,35,25,49,67,274,winslju01
593,Justise Winslow,PF,25,LAC,37,1,479,63,141,.447,5,29,.172,58,112,.518,.465,25,41,.610,30,103,133,52,21,18,37,46,156,winslju01
593,Justise Winslow,PF,25,POR,11,10,295,47,116,.405,10,37,.270,37,79,.468,.448,14,25,.560,20,49,69,32,14,7,12,21,118,winslju01
594,Cassius Winston,PG,23,WAS,7,0,39,4,11,.364,2,6,.333,2,5,.400,.455,4,4,1.000,0,1,1,7,0,0,3,9,14,winstca01
595,Christian Wood,C,26,HOU,68,67,2094,440,878,.501,131,336,.390,309,542,.570,.576,207,332,.623,110,576,686,155,54,65,126,171,1218,woodch01
596,Robert Woodard II,SF,22,SAC,12,0,42,2,16,.125,1,4,.250,1,12,.083,.156,2,2,1.000,5,6,11,3,1,1,1,3,7,woodaro01
597,Delon Wright,SG,29,ATL,77,8,1452,122,269,.454,44,116,.379,78,153,.510,.535,54,63,.857,50,170,220,188,93,19,45,56,342,wrighde01
598,McKinley Wright IV,PG,23,MIN,5,0,19,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,0,0,3,0,0,1,1,5,wrighmc01
599,Moses Wright,PF,23,TOT,4,0,14,1,4,.250,0,1,.000,1,3,.333,.250,3,3,1.000,1,2,3,2,0,1,0,0,5,wrighmo01
599,Moses Wright,PF,23,LAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,wrighmo01
599,Moses Wright,PF,23,DAL,3,0,13,1,4,.250,0,1,.000,1,3,.333,.250,3,3,1.000,1,2,3,1,0,1,0,0,5,wrighmo01
600,Gabe York,SG,28,IND,2,0,21,2,7,.286,1,6,.167,1,1,1.000,.357,3,5,.600,0,2,2,4,2,1,1,4,8,yorkga01
601,Thaddeus Young,PF,33,TOT,52,1,845,141,272,.518,17,48,.354,124,224,.554,.550,23,49,.469,80,128,208,104,54,18,52,81,322,youngth01
601,Thaddeus Young,PF,33,SAS,26,1,370,74,128,.578,0,5,.000,74,123,.602,.578,10,22,.455,40,53,93,59,23,7,30,38,158,youngth01
601,Thaddeus Young,PF,33,TOR,26,0,475,67,144,.465,17,43,.395,50,101,.495,.524,13,27,.481,40,75,115,45,31,11,22,43,164,youngth01
602,Trae Young,PG,23,ATL,76,76,2652,711,1544,.460,233,610,.382,478,934,.512,.536,500,553,.904,50,234,284,737,72,7,303,128,2155,youngtr01
603,Omer Yurtseven,C,23,MIA,56,12,706,130,247,.526,1,11,.091,129,236,.547,.528,38,61,.623,85,209,294,49,17,20,41,84,299,yurtsom01
604,Cody Zeller,C,29,POR,27,0,355,51,90,.567,0,4,.000,51,86,.593,.567,38,49,.776,50,75,125,22,8,6,19,56,140,zelleco01
605,Ivica Zubac,C,24,LAC,76,76,1852,310,495,.626,0,0,,310,495,.626,.626,165,227,.727,217,427,644,120,36,77,114,203,785,zubaciv01
